V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
0,415176095.40199,474552470.097841,535902812.055735,617681575.530891,691439426.289561,772131116.581538,867799436.819142,952631852.585294,1042053575.66641,1127195252.86912,1232883265.83401,1319717671.46189,1430232046.22657,1540539260.16714,1646933552.26706,1757669573.40384,1863099869.56094,1997495778.54362,2104877031.3752,2220622259.29729
0,353706694.390961,415512778.136977,472738524.336553,550694311.33483,624300637.296835,703799797.23425,789322190.859927,874015426.849067,961995846.362759,1049826927.61321,1159504905.21106,1247149472.33037,1357239874.75041,1464068461.63431,1565227408.11221,1665352857.9894,1774935422.67394,1898156393.98505,2025232798.99167,2136166167.65536
0,342026307.745898,400663164.688288,455549019.571814,530696472.372622,601044365.214172,679425437.503377,761600876.014397,839862198.554173,928275229.163711,1018999060.30526,1122588322.69123,1209723857.26948,1318493430.07702,1422011497.21544,1529979696.51909,1629172666.04817,1737722352.25422,1854173458.4865,1972913972.34272,2074942427.97014
0,392410927.775321,455399260.178407,513346682.176751,588801263.009766,658521736.484906,735315867.749958,820692285.340876,896565133.030516,987989109.893847,1075889747.30308,1189507503.17526,1284738337.47135,1407237998.15136,1519766081.40403,1631413488.26382,1732178824.08901,1836090657.60811,1961320110.7502,2077254924.23394,2172573780.36048
0,398829672.339309,464835181.564311,526088322.957392,603315176.350769,678756380.907855,755695080.359321,845766768.704139,921707257.862368,1007801263.97231,1104891403.75086,1208769480.2521,1296151673.73659,1406480257.05637,1517718380.41412,1623820428.81524,1730046634.37881,1833130478.50297,1952914977.9216,2087074044.94536,2197788079.8059
0,426548373.649295,491836083.268831,552067063.161543,630119374.582197,700798104.686252,781732219.511935,865403766.426472,946877418.447047,1037867007.21026,1128479896.54121,1235020837.12743,1325877605.45532,1440221369.16739,1551142248.63559,1653611085.35238,1762861087.34079,1883294620.0737,2010635952.97212,2129423689.47806,2244518134.93226
0,388195797.418377,448983098.962201,504037367.867393,583235186.144141,649488909.189221,725942253.379701,809388532.573805,893382052.910438,983279603.177102,1074233672.52387,1176600403.08124,1266246970.53405,1384251405.95426,1491694202.27694,1607231935.95916,1702292764.65172,1817235523.56353,1947724020.8363,2079860185.76145,2186038090.47348
0,377359396.071603,438321972.386313,496874627.610714,577241560.806269,650527899.471265,730748905.53651,816866662.697885,900603282.753215,989750992.452027,1082733378.26592,1192665167.46729,1275656512.96883,1391307010.78456,1493093671.99783,1606964317.63713,1705869989.44969,1818833141.94826,1946087566.88927,2070660674.3637,2174058099.52885
0,603427417.733886,681801110.5574,756195512.455208,844021955.138633,931110526.340967,1018672100.27047,1112049688.44715,1214833255.80944,1323828854.90396,1421519830.17079,1540905883.81963,1664155625.01663,1809193001.02821,1953720540.60025,2080387800.54026,2179876853.21363,2321190850.20179,2465359947.04667,2607217277.64912,2711593453.02079
0,374929105.756204,438971672.456163,489678687.145647,570970732.831233,635351833.857509,710029382.035496,797478255.083513,874263007.326249,957389198.600191,1040270560.00188,1149895830.85168,1229335346.74658,1340968153.60764,1433596403.86787,1540913679.47223,1645448065.64498,1758344642.69579,1880801609.54034,2000441180.2772,2110516633.00168
0,423333906.102227,490490095.588471,548405564.527072,629683852.362451,704759066.156508,789240065.738949,879564257.441276,960660792.846246,1057582757.44801,1155427823.14007,1266199580.67205,1364576244.09287,1487828527.68514,1596145811.85516,1709096361.15318,1816670513.49663,1936803094.07008,2067265903.23837,2191911787.35377,2315140847.76546
0,453432766.055783,522455163.801432,584120280.741904,670330758.230276,747351782.578541,830790599.336909,921127014.436161,998275644.816213,1095984784.20407,1191931225.5365,1305717585.82136,1406560279.31949,1529163946.38174,1649010899.19505,1752058717.22319,1849875329.82185,1955201410.76973,2069574491.40619,2201474799.19995,2307510478.28224
0,374145554.704214,434169434.217607,492738570.8567,570758071.289412,643761733.920233,723661507.656783,812592351.932732,892947530.606483,980309437.377853,1069403255.62684,1181651774.2515,1275559470.56954,1384090603.31568,1489709368.83276,1594477943.24418,1696990090.07365,1813993894.11631,1941953737.77264,2060979298.37593,2167710601.68317
0,438303660.053111,502178704.593972,562002402.591967,645542656.321374,722347288.51093,805528245.05753,892982554.368206,981915737.357874,1080991304.77843,1176505980.57451,1288714968.01104,1381050704.39966,1496059442.88624,1609276723.70574,1734893488.04275,1835316667.66568,1946668792.99681,2073275634.81086,2199751921.21846,2300532540.39504
0,413098244.243206,476559818.989168,538360436.658153,620575798.335739,692835791.162566,777708255.322977,866765584.689108,950154138.369731,1035725666.19471,1127293793.07522,1241359048.1514,1326919835.92308,1433448950.18839,1538880467.86719,1641574371.92534,1744272257.60818,1866928923.68789,1988543047.64528,2127605256.73383,2237936497.01799
0,447603717.546693,506923526.672104,567791767.365938,652821485.929953,728810163.56771,805089357.53206,893977286.289311,981613759.307518,1078021919.6276,1172588758.84745,1281227485.45708,1374551904.49725,1497874530.5583,1600740494.02903,1706351133.8378,1808256085.50375,1922860536.89179,2040642326.11394,2175769416.66373,2294766750.79928
0,344090504.260799,404085230.343514,461481231.015236,540092032.039059,609820592.833017,689146428.174583,774185240.805883,856141483.530747,943836109.433158,1031809339.77909,1138481101.78415,1229836163.66919,1339714993.44319,1445415235.16837,1550627755.51334,1653936975.78869,1765698885.85817,1886037917.60602,2011987288.77345,2121535371.90909
0,390677691.46255,456172398.203335,513353082.516134,593102978.782713,664584676.37372,744306472.98165,827668200.510311,907803321.187645,997553575.725482,1088109295.88249,1200393425.74583,1288745316.6644,1403091386.06803,1515354601.67545,1626638914.30648,1731384310.86396,1844273349.61406,1958865645.1806,2088970276.77368,2206672627.11421
0,433357803.188737,500585538.461336,565252526.082294,646910804.426508,717916784.10141,794941464.588813,888485471.858871,969668793.454884,1055288164.38966,1158093389.64159,1274808729.79721,1359880856.33132,1471116605.49139,1596234724.76624,1703269072.65976,1792961502.12497,1902059853.96441,2023324329.57276,2152078434.66105,2271319153.82865
0,413410799.172568,479933755.523529,540438821.285897,620714157.604049,691806810.476445,767683469.721941,854103170.002745,933446707.02805,1022503477.76099,1108756379.81929,1216226585.84125,1290352330.05013,1391353305.78922,1493241080.03978,1608548406.32385,1696973212.944,1796034882.25858,1915116682.68293,2026789194.24831,2127978233.09917
0,452592519.938635,517713186.061662,579067607.39331,665226348.63164,739957731.92909,827920892.907538,915971843.728769,998094418.95663,1097237955.09584,1189364393.31265,1298383473.91927,1392953886.84476,1516273742.19469,1629027542.13602,1752301292.91821,1864733174.82182,1986160690.96654,2111634612.51972,2252501663.6513,2383712606.34319
0,342461337.443483,401953682.133381,456365755.803534,534323668.899092,602936070.595585,679015355.444651,764090682.533897,847043151.750266,937974325.30695,1030083445.20791,1135603409.9007,1218887160.1946,1327279464.90785,1430775252.49446,1531326770.62922,1630151464.01295,1740094751.56419,1863817359.03462,1984757779.82867,2096292137.3977
0,352941029.755017,413413806.47287,467322996.119151,548507565.696117,619281680.052681,698806957.437377,780058742.905526,858618822.721441,946273792.251542,1036344474.35226,1142474077.49981,1231349696.12286,1335770788.51788,1441237157.81106,1544537637.92488,1637781626.74374,1745142324.27857,1868520443.80673,1988127296.04292,2083802605.61795
0,401243394.703422,467596584.392975,527743770.410497,605582995.29518,681609079.63971,757965062.942911,849334658.185628,934056194.455856,1024412859.80783,1120555134.04824,1226733225.82044,1313661882.72684,1420628074.29198,1532343102.38691,1645871154.78383,1753199079.93485,1870064495.18009,1984213663.64,2103170753.19184,2216419536.03181
0,357233993.549161,417868284.938911,472159424.783213,550688622.645232,623698170.947799,703730892.533927,788616784.675422,871480147.390313,959813067.223862,1046785411.54624,1149912598.80602,1241785533.99674,1357116482.37869,1467203258.26166,1581763049.24945,1687216944.58259,1800935676.8649,1915241112.49317,2029788849.43906,2139014825.58763
0,351826838.496889,415386513.232462,469917427.436077,550705513.12655,622810374.319357,699700480.706578,784916098.714915,866639209.443785,958255289.520836,1045285416.00493,1151040778.54361,1239980366.34755,1350454574.27631,1458847755.77549,1560931039.26289,1664868350.32109,1782097342.5194,1897317329.10723,2018395857.1764,2121396876.04339
0,396657659.372892,461626672.847034,519585108.879638,597481087.96778,675083381.686132,754368103.717809,847766552.997446,938637535.336398,1031702832.2458,1125139527.19181,1237862089.09404,1332325125.88711,1440133695.07134,1557269511.80612,1674638525.12803,1789433464.46469,1907309733.96834,2042847082.2378,2171601677.29558,2281902055.27298
0,419484871.838648,483022984.361378,539309792.237744,620915802.438154,695854840.416267,781648092.519433,869408219.775547,952895049.970547,1045367990.72415,1135151367.15705,1241518679.85585,1330006324.80017,1441068343.74856,1544965035.27268,1663429759.07886,1767173671.22286,1877021129.78129,1993185069.02302,2125534753.60163,2247621657.91123
0,409061967.264882,474244681.005622,533097046.593065,617385730.452996,694161326.431611,779512593.881408,867843346.410862,956330343.933824,1050418273.21468,1144063707.05613,1260983552.28893,1359920612.96656,1480477314.14241,1591893468.03467,1699079832.23774,1805767446.84259,1922192653.67876,2040811921.88936,2175921130.00221,2289358281.3799
0,410500605.535117,474061556.477641,530243436.499124,613246061.368283,686921691.22794,767846797.133343,854424100.608238,939090420.665632,1033797209.63691,1124412174.32701,1222303323.48428,1302616135.64963,1415870153.81414,1531596430.67154,1642091668.78773,1734219888.07204,1841953006.69346,1953382593.1047,2077511739.33379,2171033418.85595
0,381681483.09402,447171922.197863,499175055.342151,581558667.380781,655047546.673844,733524612.778607,821565745.061208,908742570.427937,997867052.604577,1085850870.40941,1199066720.93037,1289062145.41159,1392588190.25755,1502141723.28121,1601222420.15681,1695299543.04662,1818400519.20854,1937774883.36668,2059196761.03724,2181659489.87336
0,393555185.614592,457781628.107513,514485327.725176,595134662.714293,665810977.621815,748760602.821712,838676707.702338,921097559.995467,1012772457.94003,1103225868.05309,1209043286.40988,1300374742.472,1414165971.06619,1529474390.5473,1634938810.55221,1738668756.88659,1853263834.07039,1980462002.36636,2103988478.55916,2211100400.10094
0,383932908.63236,447043451.107493,505783691.655388,588656416.649988,662448279.360352,743149579.991645,831747903.365812,914542704.067271,1006118477.62424,1101551966.2354,1215547624.54172,1311190536.93836,1432724968.13028,1545383310.26346,1663877395.83478,1769865077.25559,1893409513.66279,2022744514.38356,2158197014.04245,2278059601.28248
0,482588118.284146,554421772.289489,620429260.655135,706117402.03344,790762344.781239,875621598.102943,971749883.852333,1054750841.88486,1163418471.78466,1256690744.6191,1385333870.40559,1485024723.0903,1622384655.10895,1737573282.98329,1841605611.95141,1953978976.33381,2091927560.40195,2233826206.55503,2379632698.74828,2504151791.00058
0,423375173.313422,487389158.02048,547141446.184671,630137575.629493,706691510.379805,789796960.932531,881118872.697733,967915724.963748,1067546472.31028,1158675192.00981,1266581504.31817,1367278898.16725,1477442050.54406,1594004159.32558,1694574881.64994,1807373988.54587,1920505089.91239,2036198967.72647,2178858716.70691,2296753937.9381
0,343990883.374799,404254801.912696,458278379.900485,536342629.888137,605021043.964371,683482667.748995,765022300.812005,845995481.182557,932656661.70819,1019143932.60163,1122419588.29657,1209021184.67447,1319397685.94987,1423256451.36141,1528392656.55506,1628560262.08506,1737754176.47714,1858367191.19707,1978977135.21164,2089978835.16938
0,494514176.051693,563900192.432295,626323556.107227,705391989.711716,789780011.663238,873354048.592747,965143814.308289,1054752330.45009,1142315033.27761,1249842477.3216,1369454930.62226,1463607180.00736,1579487556.64564,1712155723.93447,1847680176.04933,1963753159.75587,2080078146.53045,2224023605.48792,2361011662.32145,2475028785.76854
0,376274162.083871,436157500.376293,494022519.018312,575914766.417112,649218113.152397,728935699.05447,814977883.87588,894750543.322047,983185167.022128,1070145663.74216,1175218136.64876,1262495996.08954,1365954576.65679,1464218070.49046,1568566411.87514,1663901731.84552,1767373735.36264,1883319911.99481,2004684630.95555,2102479846.63575
0,344061869.960306,403209509.831736,459632096.15706,539039268.796769,610280125.123468,689501452.97904,774449935.23064,856562444.865035,945401785.015405,1030444494.85475,1138497598.41841,1228106356.37149,1342330944.17958,1451520142.68364,1558694474.76467,1663975112.19671,1776257220.06406,1893878070.17841,2022638398.95646,2133050529.05015
0,364443202.729473,427828891.413693,483197725.791159,562768975.842084,636471346.578705,716284412.836526,802622229.065452,882282654.009695,972934500.828706,1065158352.36747,1172779454.9175,1260963765.58018,1371252163.34841,1478443382.1636,1586582476.7349,1682441779.31915,1795404861.78701,1917709661.00203,2047235666.25181,2153895414.93141
0,419289673.246025,485774955.822323,541957149.626589,623035819.632851,696338322.16724,780899406.81729,866962859.456257,946720112.080044,1040390149.61362,1137103388.11569,1250125956.61368,1350380175.48577,1470515944.1131,1573142907.69736,1685861487.89248,1793591049.50291,1910398574.22046,2026275068.54047,2161391765.70056,2269275393.65838
0,408756234.882803,473826453.311176,535241482.137591,610794647.29298,682674727.392657,767004440.006983,856408628.464431,941043719.142365,1039401161.20016,1128170500.34009,1242222233.68707,1338911449.92831,1455335013.92167,1568629254.55296,1682895233.07373,1795110226.78791,1921206949.05079,2051859374.16876,2188641895.84267,2299325087.04801
0,395032064.384767,461700194.357082,519273968.017049,602706497.195669,674711828.65424,753610447.748864,837421295.496258,920578963.339535,1007893670.73606,1102197922.18476,1216321581.11318,1298957475.89736,1411436100.31767,1525020615.76204,1642826838.31373,1739966400.57312,1859876111.51754,1988780874.96097,2121512510.66657,2234031255.28582
0,398616182.531249,461762013.913734,519666120.670234,601201020.166001,674014809.06027,753053288.256758,836995233.075625,917404940.971937,1011450365.07864,1099243901.66216,1210127512.02965,1305051262.94851,1419811160.18691,1522867293.30832,1629033491.34188,1735344341.71853,1853689945.1583,1982638882.81139,2116222882.16364,2228772326.65855
0,366035909.476923,428207494.584768,482861674.919062,561714458.496725,633717203.931029,710938920.655905,797570075.856855,880504418.460312,965577067.401107,1053764352.23527,1154282322.04021,1246630989.27247,1353537024.00391,1455859758.56442,1569882902.56657,1661900652.43198,1780007403.78486,1895124261.71048,2019322057.18369,2138374666.41811
0,345638593.331979,406423533.829054,462439478.663125,542618101.175516,612922902.026783,691472228.918652,775520410.844039,857314439.424312,947110664.537267,1036602931.45066,1144106448.9754,1231767300.06518,1341968573.84807,1445246174.38715,1552033618.514,1652714405.744,1767183376.18201,1889663628.9552,2009149570.35291,2121411816.78852
0,534151841.600935,606398570.643098,669724219.203071,759198685.203079,843383689.233479,920535250.226107,1015492061.02569,1105765021.39533,1198965375.95222,1300742956.33563,1413815830.62884,1510164508.45577,1639442686.13395,1778576862.39943,1911357586.88394,2042439346.5563,2172093752.25649,2310053076.46698,2438244051.5009,2576006142.39126
0,414047896.979339,482217613.590748,537151696.46375,618618179.165857,697069563.556775,772378304.989035,863975259.70851,945830743.572458,1035726095.50852,1128391353.65685,1227147590.44529,1326302023.15108,1432493334.58076,1536654829.55152,1638866860.12768,1733833294.06172,1840810203.99152,1972241123.9343,2085726731.67611,2174478821.44324
0,436705696.816873,502042286.419107,562793966.655807,644046439.967391,715140627.942164,791730046.336088,885083015.004102,956970837.147695,1051920488.87953,1146321211.83137,1259369937.28811,1348702683.69253,1467962473.19568,1579224993.57077,1668324726.23003,1759217717.81208,1879272702.975,2018731579.17334,2148347655.94266,2250110542.32512
0,395654144.605885,458859847.994487,514495925.017317,593003923.925466,668503110.571727,748271989.782214,834995973.549543,919043031.17069,1006797582.40576,1096582691.63411,1204041190.02668,1300281009.16284,1416501580.58888,1528416437.8316,1640316899.22755,1738769758.22006,1860106122.43764,1988317306.79494,2110742884.08072,2225618743.56749
0,406295319.996029,465418213.378218,523567443.088197,602095959.644512,670140686.663913,752137769.076982,844223165.35092,931989002.366105,1020611889.89175,1107397427.64132,1215809318.09122,1306515272.23391,1413682087.1068,1523859422.42807,1628865679.00612,1731817320.25315,1842802998.91578,1949415781.65566,2076420787.82575,2193523765.80005
0,418622288.378058,484132114.212984,544999287.900659,625943096.116245,697672264.630555,776458344.351013,867112513.160355,949531581.935386,1035680235.8941,1127897618.63469,1237987998.52366,1334290444.54827,1451188108.16254,1558001817.32194,1671607329.19176,1780943101.55255,1902434286.15625,2022297096.44301,2145160657.16333,2245179383.56093
0,432264917.775447,501761147.597905,561243694.170148,638504729.627365,709310017.025282,793641747.297493,888551152.786416,971010749.17947,1054945874.32205,1149835199.66224,1255375582.38889,1344656374.95902,1455946885.58037,1571819848.26355,1670032310.31522,1779710270.98752,1895987383.9957,2025670830.14569,2137070653.53391,2266360390.56223
0,355430937.794349,416217582.819052,473605778.812746,554160840.645544,625065616.70753,702220821.261144,788102743.379849,871380360.723869,962736347.329403,1051934563.23071,1159734446.8114,1245688219.52376,1355491896.0263,1459357756.20334,1568723579.77533,1668498314.85633,1774806436.87355,1887938138.72286,2008979095.09602,2115342486.72344
0,408640669.75421,471546896.61208,528338096.859005,606737585.676819,680299532.121765,758458802.301881,850296466.45282,929523903.014793,1015476967.13449,1096451085.89748,1209772742.15615,1294734962.50716,1401640689.36105,1500508160.84698,1618063673.55536,1708882490.94377,1819376333.06038,1941185851.87549,2068992971.26401,2167705172.73717
0,346001187.302063,405807531.933313,463193057.001482,539706109.92381,611476001.335708,688502612.549491,773114112.136471,856191034.665078,943437683.725049,1033980163.25707,1137229470.10913,1226905366.65735,1340832867.71574,1443622598.69127,1553686010.40338,1650383810.10739,1761908898.43555,1884821645.01346,2012335622.31487,2122050033.00412
0,427236780.767314,489286666.916004,543875806.566906,621249750.588054,694523987.729757,777840892.219955,864639621.01711,954265165.417331,1045657245.157,1148097911.41953,1255188341.75591,1335198053.64857,1456929721.93684,1576351257.00785,1682261359.93456,1787618578.70336,1913048203.14907,2039179513.69085,2175915186.93146,2305899986.1069
0,355423979.227552,415668870.938011,471474963.32725,553033404.982292,625084776.50428,704826796.694997,790610620.277125,870059283.705859,963327107.101783,1051547588.56665,1155699593.25327,1241335500.93931,1350251608.17207,1461810115.83249,1573210626.33242,1669066209.1445,1781498761.08898,1897913843.72209,2013678990.52369,2116676942.01463
0,388569038.094327,454614208.136184,511180239.69824,587825620.971705,661398012.485515,736199328.179608,818065436.784123,901229508.552417,987931323.46819,1081341551.48683,1183956182.87973,1271729919.0473,1378140347.25664,1477708532.89196,1596391413.89162,1701320300.66918,1813818188.29894,1934529807.22019,2059632480.18067,2154006196.03121
0,410376881.467056,474486780.971874,537802564.724818,622105145.311432,699133709.807379,783403846.79317,872577336.134379,952232604.086202,1043247007.05681,1134190252.49916,1245578947.19321,1328880063.56067,1446912832.33536,1556499758.40259,1676087502.17104,1784639137.92652,1902974161.20101,2026995287.56382,2167719356.3407,2273081495.0834
0,435370349.626926,503274886.784437,561977226.711231,646442188.846964,722554498.613255,811389721.771866,895242799.440618,975773747.314174,1067653393.7815,1154762118.09989,1264867316.87203,1367502430.24451,1478467509.0169,1589834211.57999,1689203757.68563,1790555457.81585,1907544481.21643,2017997194.57576,2139825028.69965,2267838214.98512
0,364907836.632519,424839715.757999,480164770.62171,555900565.067264,625178941.491628,708164243.257669,797340196.642114,878886040.086048,966698922.388267,1060710395.27717,1168969432.2326,1257705502.87078,1369571977.02701,1471546072.41436,1580896104.31407,1684643237.31364,1794547517.89365,1916200477.24102,2043188460.23367,2154568505.42425
0,472498727.209661,540542811.895318,595696507.644058,677451482.407973,752106352.931511,842145336.184055,935783903.638152,1031424336.65669,1117566015.45889,1211624160.79321,1326161324.88762,1410655652.63126,1538522752.53145,1643905519.60398,1763837318.55871,1880636257.3931,1997897572.95764,2132101092.84645,2279732064.02317,2392640366.30909
0,415105348.1149,481605220.561753,541620627.91228,622293410.987001,692503911.814997,775792274.072753,858876251.261458,946665204.205151,1039213582.73786,1136195250.32967,1248032859.23577,1331912947.35118,1444079661.10986,1552552729.00027,1669683096.65422,1772959830.72589,1890180014.84959,2020762221.32214,2140166270.71425,2251253096.68713
0,367447626.421247,429431342.505095,486965047.877957,564683420.850669,637563323.200138,719108074.170881,808773048.211107,893883242.859819,985154095.958407,1069541915.30348,1177488969.93296,1262603738.9744,1377701863.81608,1490039138.28302,1598800092.28916,1703619441.84373,1811760952.59189,1937251561.53962,2053527660.69255,2169088976.83943
0,354623966.992254,417353316.17611,472647122.560431,551514709.706571,625217629.389655,704991518.573669,785679695.560069,870021926.772895,958029011.592219,1052048584.99498,1160309815.87345,1242342546.72191,1356697527.08517,1464136335.93373,1565120302.55491,1660838952.70607,1777204736.3785,1897416234.47568,2024800037.11541,2126608636.56554
0,405518948.458487,471725483.214593,528097469.08242,607942090.668807,681766602.181191,760461234.807733,847697561.795292,936817383.458924,1026778906.83405,1121694252.86851,1234177487.52323,1324737386.45555,1443637150.89099,1560193708.50518,1672810433.19645,1784045445.99802,1909008099.88423,2041300861.19438,2171621184.03102,2292801692.49165
0,343635961.049189,404926148.93449,462220589.418516,541500861.314614,611569757.534359,690013737.130794,774276372.103387,855731350.302686,943633979.88207,1032249774.4075,1136395066.88773,1223901421.03225,1333813479.61698,1440093398.826,1550019604.93407,1647664607.98128,1760597328.20178,1878606766.13409,2007043705.57038,2122413300.4372
0,342350212.540474,403252760.488637,459227357.05055,538309007.403567,610514181.965074,689296277.920319,773761554.905353,855373798.187225,942786469.422209,1031804376.82243,1139075781.56246,1223900358.46166,1330869479.29952,1434648087.25383,1541777103.62993,1640971493.58512,1754385261.03584,1875952763.28266,2000905832.91462,2106168495.28636
0,398178339.811969,456065990.566123,513743784.645749,593932638.846745,662152837.489378,747471783.503267,826716532.007393,902477964.295241,984175664.805557,1080574151.00897,1178136714.17959,1253267409.64026,1362440026.44333,1464282213.82209,1579538725.10341,1672253549.61527,1772467527.78666,1872899148.9678,1965974424.50323,2070217192.67819
0,487852761.7873,559309721.358958,622587091.82295,698867762.683169,777148332.187105,864546894.265996,955420471.14638,1042823735.09653,1139270392.65643,1228861467.39813,1338821700.12326,1434070268.68408,1543146757.59166,1667803545.73658,1772407453.02892,1883176864.49311,1993037223.06532,2113542302.35433,2236102593.97296,2352835315.02624
0,462753391.219106,530052950.966429,580965136.502094,667189544.852084,747185452.22682,827132810.048503,905785618.917802,978127356.217935,1056029233.05825,1135668084.56117,1252016955.25905,1336589183.95902,1464096847.15141,1574982795.12974,1703265727.5599,1794294893.99042,1918645466.53468,2036376939.34608,2187184476.7475,2295406102.66185
0,397212176.100445,454454294.777822,508488016.187614,593546450.563132,660834569.919919,743755881.070536,832156699.65483,915781820.409731,1007113285.13976,1092653732.24004,1196247993.15131,1288864988.11599,1398319598.83146,1501011401.89668,1612367117.37507,1713727071.88901,1831296040.36953,1960331578.96611,2094769872.2378,2213046206.44045
0,394841255.464149,458975785.347318,516311005.714341,591675171.312003,663015521.027583,737236237.536576,823371620.730873,905687874.41359,987240691.462119,1083009411.80922,1178333075.48233,1256880762.13914,1359166269.89463,1464163537.80827,1570166039.70832,1672776434.43913,1777001100.14686,1890807631.5455,2016034371.94833,2124157463.38445
