V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
0,297897846.027578,366776163.045088,438325315.485021,516734187.375852,598354432.506073,682521333.896059,773010838.165933,867566728.476602,963745839.278401,1070915557.07029,1180341480.82222,1292964732.80858,1406679450.68545,1526478277.61088,1648562366.18833,1771310737.40315,1892586615.04382,2022768497.06851,2153620984.92354,2283935672.03903
0,249276677.430222,311472015.1269,377842855.948808,449096526.247574,524052521.762839,604458372.2975,689153534.388428,775937495.481768,867756967.755157,962084725.663902,1060563287.93116,1160620634.12723,1264432891.75256,1372441730.5526,1480550242.49417,1593663504.71885,1704921646.94523,1823049600.93026,1942682461.66854,2062713906.56103
0,288577371.444919,356974628.262933,429002513.712962,506872021.792561,587588437.205536,672532729.453752,761757346.232553,856840141.334372,955179204.521607,1057413713.95623,1159801588.55786,1274718063.89186,1380437895.24607,1502346847.77752,1621287780.5818,1740070320.65375,1869702327.30349,2004647427.39816,2138903981.44597,2259045932.20442
0,278280212.268796,343610025.509461,414390689.727461,487142425.77937,567668011.750343,649528119.467642,736762929.968596,825393087.1427,923385316.793151,1019715656.03,1118461937.37621,1219512900.89319,1328202553.3406,1439048636.09201,1552213208.36254,1667473581.56471,1779865641.68014,1895306592.13374,2016762402.18596,2142363507.4318
0,253968680.45879,316356320.454253,383844239.5642,454716841.327102,529317099.452365,607851748.657658,691486446.612721,780223254.170906,872345074.427604,967823211.541885,1067727488.65627,1170560957.05928,1279151527.53568,1389918609.058,1502700390.09283,1617721672.37132,1738123403.04016,1855694713.92115,1975578611.0599,2096407284.86219
0,292854715.420595,362135302.430124,432501377.812134,510010609.405469,593230591.760103,678216536.31822,769982041.565887,862924888.85799,964315793.182462,1065332865.8869,1172077001.76211,1280802197.57231,1390416686.48302,1509840284.38299,1632405286.68939,1755030797.74731,1884794426.34444,2012497462.50538,2143433437.35289,2271312935.42818
0,276770891.009662,341017351.37371,412681365.793184,487943122.978766,567096042.532548,650316543.41168,741604599.258753,833778431.558861,928769545.46035,1025394842.50478,1127311475.00018,1232109693.26898,1340165813.5072,1453832565.90867,1567978625.28822,1690069810.55371,1807298302.50321,1936942143.65802,2052666779.97361,2181906959.3635
0,244571157.632557,306864519.047022,373744394.01864,444078334.507172,519650492.200913,598705583.797217,681787620.039455,769702836.920855,859792228.681118,953315612.974512,1052424091.16488,1153197247.53044,1256516988.29996,1363913884.00744,1471108247.57146,1582931756.81079,1697182583.34675,1815772993.32715,1936729640.04671,2058413694.51082
0,238426494.940373,299178531.090031,364521803.106844,433213538.284508,506750862.715276,584409766.869639,665365856.539149,749927496.48737,839014490.222478,932384460.75635,1027948541.71629,1127355234.72761,1229082807.57519,1334035639.08384,1442957981.85209,1553335824.42353,1666088718.10088,1780689801.12028,1897045858.61539,2014033202.71695
0,264192330.125018,328594634.503946,397643297.910542,468997501.60774,545047460.288442,625032949.779281,710128161.150936,796552706.345259,890314352.531373,986130679.691908,1089535838.46102,1196194552.81607,1307822181.803,1420542285.85075,1535250528.76071,1650238340.20804,1764618855.79603,1887220772.37977,2005450425.36151,2121983928.98793
0,267550551.277306,333243424.221225,403782701.734523,476160571.314719,554808150.881742,635285011.173488,722748353.331525,809690419.432223,901629089.682952,1001950667.07645,1101466172.60127,1204940917.32765,1311260769.64751,1423653713.39792,1535998353.01861,1653917072.85353,1768233409.40779,1888438984.25717,2016172433.61651,2140978938.46814
0,281208194.003298,347771656.564936,419168830.559596,493106265.102974,571101816.268126,654474454.352121,740613804.662452,831235393.533628,926820172.787415,1025883988.60154,1128161360.41984,1234843838.21525,1344749523.11199,1458720461.40666,1570970542.80184,1692258438.57545,1817126645.54872,1943138616.86162,2064936567.57828,2193900602.91273
0,262219339.962685,325681111.701894,393457606.821287,465977097.194659,540476499.929474,620078591.47211,704118480.351558,793712860.273993,886589060.206594,983518528.691036,1081629089.39336,1185413202.8563,1294556765.75442,1404499341.2418,1520642827.34762,1632479083.46258,1751859014.99687,1876706070.77157,2002803313.29251,2124676409.03654
0,255449772.294436,318246529.853633,386376931.92466,458412854.327293,534754776.343812,614993262.356808,699247443.699283,787778125.997856,879354141.934736,976023859.79328,1076352230.60488,1176273750.45914,1283097785.8972,1389436433.00579,1503385350.92576,1615933829.72217,1733022535.23024,1854774682.42861,1975843819.82817,2095273638.46459
0,369285918.679247,447751090.425686,532597308.140285,618999338.447744,712298554.76592,807598924.852004,907364597.109963,1017681359.24353,1132584554.40578,1246183315.94142,1366105781.29277,1500539092.23154,1638439592.45548,1781966135.86434,1919427274.90285,2049231774.54583,2199647236.44319,2348789821.83462,2496247829.91044,2633011662.59347
0,256180914.950689,320441680.55509,386281920.266933,459200169.765639,532575401.666129,611043766.163472,696313009.330421,782442276.281377,871881563.855399,964672587.49026,1065433255.50926,1163977236.8125,1269511946.41154,1371771940.3924,1483216220.66404,1598787111.04862,1716355442.86937,1836435865.01755,1955479130.86939,2078486225.03383
0,278801666.210615,345552891.790073,415603510.715231,490235353.371063,569481844.292299,653756183.577039,742179064.216636,832229924.613021,929804684.019116,1031510178.98153,1135212894.42465,1244792986.56145,1358326866.80983,1470636893.95662,1587548465.10037,1707504322.32598,1831617578.92011,1958585235.16495,2083001906.77199,2215522817.75799
0,294164682.914812,363054987.978908,436078919.73873,514420403.792951,596223387.381979,681998974.842227,772394213.916697,862565316.120405,962712987.060778,1065836551.57953,1173159302.17228,1286282251.25335,1402024278.12774,1522181809.54427,1636578075.46594,1754098213.89584,1873221122.70593,1994325421.86181,2124588624.97877,2250522315.40839
0,254500299.828314,316969020.137504,385078650.523199,456270853.254525,532461232.040097,612532068.372733,697817880.229726,785018837.183984,875836864.327655,970873650.606839,1072104521.1909,1176596796.32291,1280382456.29925,1388367680.52635,1498287604.70895,1612401150.35928,1731319152.50841,1853420209.2773,1971883787.15558,2092843785.95864
0,288797544.657674,355698327.720648,427909813.58015,505096883.43649,586712970.69394,672303720.53715,761386466.543234,856752310.574312,957653372.566377,1060716663.32349,1167447543.94914,1276638752.84579,1388762900.95007,1505719093.29002,1631492381.68942,1750472746.2543,1872870172.14639,2000587591.55901,2128287792.89496,2251619697.12007
0,274374628.24475,339646780.023358,410871938.911625,485666538.570891,563634013.215516,647876513.212738,735582953.724951,826345179.339292,918824600.771482,1017483458.35111,1122328100.30185,1225764078.27737,1331127885.28988,1441541649.19808,1552998318.10417,1669968044.853,1794700976.18311,1916691023.02517,2047756027.70709,2173253164.35587
0,291928047.24652,357093184.650502,429557638.106023,507157857.863152,588278251.725544,670766603.971943,760209042.760469,854705025.186035,954032698.326218,1056286021.66188,1160954503.61594,1270228427.15497,1385987649.29962,1497510495.08565,1612793334.07198,1731991685.23475,1855502441.84184,1978105611.51609,2109830696.35297,2242407968.50965
0,238919021.642099,300036757.246553,366085140.260055,435811592.944316,509280508.855626,587317788.549185,669250929.113577,755090879.9722,844084357.553611,936661793.546726,1033375843.1176,1134358454.09047,1236622349.8821,1342491526.05293,1450544289.19363,1562590649.44958,1676723666.98631,1792982217.09138,1912298495.82496,2032431705.55336
0,261422797.596014,325983046.977889,394100987.25513,466364847.421406,542502025.377106,622978580.726327,706655592.479285,794249034.420484,886472447.88001,982578834.207861,1084218232.1903,1186868279.99826,1293627507.30095,1404965190.77257,1518332844.56613,1634085267.17875,1751805570.98444,1868504431.64852,1992685845.54899,2119417904.67956
0,286336379.149061,354413572.924721,428487233.463664,504910180.881136,584054630.211427,666876819.014616,758485475.249472,850231365.864692,944725670.450809,1050928908.8194,1159595993.0005,1265046128.33549,1375037524.43486,1497721040.22993,1613876992.20903,1726974131.25181,1847776164.20961,1972285244.89562,2100822883.85744,2233702168.91543
0,275941333.357756,342814239.912615,414192592.563722,488878337.321678,566932274.253242,648074630.135484,735252629.18417,824807363.904043,919398073.983196,1016309433.3886,1118859008.16557,1217384256.62597,1320518253.84255,1429713004.949,1547943949.1996,1658387956.34126,1771853382.85723,1893059834.48242,2010564381.79266,2131641385.45484
0,293842112.681975,361280197.632504,434141495.978739,512422385.979872,593241408.802145,680876121.157324,770271825.735506,862616545.994177,963446951.239189,1064842471.35686,1169926417.73657,1280025400.42882,1396047180.2431,1512654600.08782,1637056201.07497,1762013129.35692,1889539431.39596,2016623035.37673,2151833294.5565,2291376464.44161
0,238530295.010065,299502182.340011,364737040.56215,434216528.545035,507296124.919562,584287091.356669,666134515.043953,752205115.878603,842174538.357716,936085519.980088,1032393126.30638,1130545948.87036,1232204287.37261,1337202027.47074,1443452910.61097,1553701617.13065,1666990557.68382,1784410147.87642,1901669200.45747,2022463721.50911
0,244547332.451567,306448262.715693,372246561.038229,443678649.405248,518267782.856446,597335721.467326,678803556.524103,764314943.353243,854197657.721544,948567131.626997,1046174978.42204,1147421943.87398,1248248149.935,1354990008.66618,1463045345.55446,1571702116.10612,1684826533.119,1803405555.67711,1920807481.12788,2035172065.08299
0,270256970.412715,336699385.196154,407540625.912029,480822300.852998,560472299.628386,641413981.195948,730329883.355683,821892175.900534,916714389.78665,1017841577.88393,1119483173.22835,1223817853.12572,1329614749.36489,1443423876.42606,1560574367.15368,1680391143.33815,1802910803.19194,1921505602.55462,2042688454.10672,2170017422.55621
0,245941554.577189,307938211.751399,373912129.204067,444464806.634593,519851159.309525,599126941.342305,682006158.958037,769246433.262418,859498208.588624,952707733.789954,1049140824.57459,1151666544.52635,1257236012.60169,1366096394.26091,1479264748.48369,1593639370.7777,1709978840.45411,1824702867.23854,1940009274.07363,2060991850.12133
0,243736717.350207,306545649.142115,372509890.463143,443762496.124481,518778919.626572,596827351.081988,679722779.289231,766414709.559052,857847912.312068,950971683.661697,1048382390.8644,1149599671.42536,1252982456.72052,1360975090.15136,1468481217.92144,1581937453.64042,1699622909.3841,1814502551.9792,1932597822.66241,2050439851.41262
0,268122139.044011,333880905.846892,403675683.481821,476742895.327299,556807116.126279,638773208.156296,728366437.790773,822466906.679829,918377809.706219,1018123545.70984,1122684681.46255,1230503474.58027,1336656442.81597,1453044618.63047,1572051010.51633,1695600006.47817,1818642284.02286,1948318929.97095,2074694503.03232,2200555508.95479
0,277639764.461035,343212656.724712,412706317.769388,487526595.549326,566798181.014882,651734013.236758,739230293.394589,830363849.257786,926205572.533376,1024500456.89662,1126283628.47312,1231422065.17726,1339295937.08351,1449392086.22639,1568893565.34322,1686937537.91412,1805917702.32971,1925644582.64515,2053788315.65932,2185741420.62912
0,271109737.18094,336560537.829019,406251828.830395,481263679.274054,560475145.377781,644372410.003212,731249372.130777,823560332.803099,919143412.21027,1018182893.55645,1123681656.26513,1232622885.91408,1344007163.42892,1456836817.46719,1570121914.41213,1688637089.29821,1809897407.22549,1930008003.79867,2058474084.52462,2185010749.66893
0,273463292.66202,338766444.540964,407923149.008372,482961278.496337,561438660.433529,644060349.302138,730677716.388734,821913392.659067,918320517.463746,1016590626.50857,1114120994.76967,1215021958.91968,1323389983.76803,1438638986.06805,1553847720.32648,1665686467.97149,1783016257.92616,1899776886.66648,2023167087.3311,2139831439.03104
0,259064503.846844,323890421.642188,390351188.949311,463760037.00548,540824858.775211,621056858.657399,706785188.547191,797520190.912366,889899563.389983,985336094.339196,1088034142.56396,1191793018.22485,1294095244.44786,1404715554.07781,1512767682.17502,1623753670.14596,1746618508.29482,1865567007.38208,1985877561.17581,2115430046.37772
0,263518491.965318,327984610.880023,396215759.993167,469084613.232217,545204995.990856,627193678.229392,713691814.131423,802562237.183893,896036559.411816,992607612.031611,1092142338.40957,1196482014.67037,1303502541.69499,1416733190.75336,1528023688.80115,1643806013.03052,1762776564.00199,1885648485.51303,2007292822.64992,2129539568.35797
0,258451537.795567,322068043.174676,390403144.385617,463422812.753615,540128028.641368,620745483.234567,706109946.158921,794522888.505452,887278371.593077,985111176.570594,1087275417.28309,1192719488.45899,1302327987.83748,1413744706.67398,1530072915.64165,1646324318.29849,1768657730.68181,1891895538.28202,2018468428.09473,2146189432.83839
0,310943399.144914,382695473.724861,459462373.197885,539873847.936355,627122819.280026,715941382.966684,811479447.064953,906874511.293629,1015218626.95197,1120242600.41157,1238049230.78579,1354009929.55323,1480729280.48561,1602069290.96202,1720317506.16214,1849033469.8534,1989255596.29949,2128998840.47867,2270808307.87119,2410822808.35151
0,280556394.033656,346750420.759577,418077505.179173,494097975.072135,574678373.500091,659237460.136869,748970307.52547,842314393.798507,942262532.676918,1042088359.93251,1145519631.71036,1257408068.04044,1365889620.58147,1483167735.70711,1595005886.44252,1718701646.0778,1840488543.32084,1961018330.49026,2095697084.62822,2226699461.62129
0,238895251.644402,300079284.413105,365241081.313126,434774810.456042,507897094.386643,585623482.005496,666422126.272814,751872820.884404,840441998.264194,932432833.395285,1027890919.79811,1127110560.13756,1229404069.26982,1334485447.21112,1442374887.19251,1553106959.10957,1666100815.70343,1782307625.75545,1899412671.36716,2019970740.83146
0,315017613.48244,385705092.9736,460844847.34774,538261853.569285,625004589.421716,712886880.124993,806054981.368119,904016478.169723,1002027211.75357,1113133071.90896,1225923612.98319,1338533438.47093,1453757652.2432,1583084564.11208,1716763329.02222,1846833223.54297,1975050125.8606,2115109130.25464,2251496740.22745,2385131410.43757
0,256353685.456118,319097312.202383,387464709.545106,460584671.317497,537455329.660703,618039966.774097,702827205.979587,790303770.509838,882146585.061802,976877025.84846,1075714363.49778,1177938898.09447,1279804843.69754,1384802309.04957,1494905850.02196,1606062429.88477,1718978971.04305,1835731193.8005,1955537159.36765,2072194209.78518
0,238912189.367421,299817133.684432,365597831.057972,435520483.468733,509412963.725234,587423993.756356,669332646.154307,755224398.416305,844594467.993904,936206073.906842,1033381476.6324,1133756125.36096,1237551738.11375,1344697259.51353,1453508084.07118,1566342064.16766,1680737293.05538,1796006728.39205,1916456257.03749,2036978781.42818
0,249542217.858765,312710344.795271,379390531.775246,450695694.809648,526734122.251946,606352215.606056,690205295.977578,776646384.467423,868258984.075192,964067449.388113,1062869508.39193,1164390200.8737,1268333818.62964,1376426214.35115,1487255506.45866,1597769900.84891,1714173622.21846,1832967402.10553,1955675826.44224,2075953068.48232
0,276651318.990463,343018704.664568,412270314.256591,486619557.095133,564978644.817527,649052919.789789,735505432.642443,824708728.289547,920592946.748417,1021472647.02129,1125830460.058,1235946929.18882,1347741709.04275,1457075046.56541,1573504826.38702,1693147090.57295,1815252015.19304,1934650217.27668,2063815095.7679,2188245810.95449
0,273278948.953148,339371365.432753,410820165.984501,483329102.659729,561372237.948695,645751137.271226,733955761.437725,825603520.212891,924179049.918151,1022092500.69339,1127571271.05273,1236759751.8257,1347426605.93106,1462312980.04807,1580147618.10272,1702768321.50664,1830393059.99316,1957953243.09485,2088901058.90935,2215376979.51361
0,266579469.506319,332666482.29977,402018029.835075,476929398.799466,554434480.935558,635882154.451229,720955506.678586,811135957.014585,903849308.137561,1003284964.71135,1107778323.39616,1209363233.80967,1317018733.32208,1430926611.31722,1549344347.40082,1663252683.64419,1786361091.02824,1911694309.37102,2039282493.21586,2165503039.318
0,266305707.80475,330657752.693032,399533969.323133,472990634.255781,550165412.422325,631009009.357591,715493330.67753,803812603.228455,898502758.610597,994253854.060407,1096201717.77288,1202416582.56251,1310225749.66827,1418396824.66838,1530289087.4714,1647571398.53758,1768635941.70654,1892720238.64952,2019518513.57921,2144796667.57476
0,251008469.882826,313965114.385215,380573802.437009,451812043.981344,527418657.049557,606240629.68538,690382883.885045,778301864.785515,867897807.018131,962251748.532868,1058239065.94531,1161699363.5867,1264332715.13534,1370441789.21151,1484081801.55578,1592999531.79518,1711985900.39675,1827635747.66712,1948049558.20138,2074443338.01232
0,239288402.754168,300623184.689905,366337670.731063,436510100.103439,510174713.611817,588013548.808074,669663125.722892,755462912.34942,845151235.497458,938262366.499283,1035296869.92577,1135030886.75592,1237422996.11685,1342430443.5515,1451060817.59013,1562133755.15435,1677287978.45315,1794380914.99264,1911190765.70309,2032382916.42256
0,336097692.004008,409892325.425399,487640860.099655,571879825.723232,661158358.456743,748859796.653788,846225696.423612,947424504.945411,1051174547.10359,1162976915.73736,1275971285.20797,1392976808.7058,1518517193.68983,1654999036.42312,1791276080.96733,1933371239.86784,2072939934.82729,2214186914.07009,2349805671.6679,2500643648.50698
0,274885704.646605,342039913.839613,410958340.480295,485669262.491437,566303554.430783,646873011.55852,735853859.176979,826145089.9105,920705792.511603,1020133875.69666,1118229544.922,1228175289.00757,1333562876.16361,1443578999.22817,1554971738.00314,1668342414.41718,1785486096.32569,1912622685.57028,2030798463.87081,2145071799.72228
0,287773832.94811,355189624.997094,427750195.86013,503998818.878303,583174242.147795,665808053.886177,757327318.161877,844866468.394643,943595841.787066,1045836242.48431,1152679787.47244,1260140064.9585,1374068930.25567,1489810533.55796,1596774738.20601,1710310443.51744,1836662438.70556,1970712512.37742,2099743263.41665,2223245280.88449
0,265890539.380535,330502136.278106,398843510.635474,471489270.777304,549981508.273037,631411404.511494,717335531.828856,807522220.866875,900055041.421885,997039633.32504,1097996659.20157,1205404004.79363,1314395518.56888,1427068895.97393,1542146439.21959,1656261042.41187,1779520356.6429,1903969669.59973,2025816287.4787,2152709998.79028
0,272414778.625654,336252691.419353,406319530.504493,479855782.72217,556210891.409413,639450530.789572,728651534.064678,821558879.433311,915627183.777631,1012445979.98312,1115085290.17133,1221206590.40491,1327117130.08093,1440183906.79934,1553090381.16916,1670643211.06444,1790068806.85967,1904680793.56057,2029994547.39807,2159311134.20962
0,276717363.020951,342885562.931243,413984723.595554,488504227.776523,566439728.559907,648397262.755625,736902855.514703,827399143.442385,920268098.43858,1019384699.62273,1122617060.85328,1231154581.15134,1341609322.60214,1452967575.17115,1569990217.31855,1690612981.50744,1815254547.39171,1936774525.62537,2060009514.01948,2180494129.11642
0,286260010.012418,355269553.371546,427384290.560096,502041317.738372,581091621.64416,667087711.067311,759404314.22787,851845763.318271,945695430.868727,1048293569.0277,1151654157.90181,1259155856.48397,1369203200.4042,1487292431.92729,1598935181.3405,1722295544.23292,1846937835.58766,1976045500.91254,2095476609.95412,2233890907.52391
0,245311170.314506,307339124.103996,374325364.007353,445612527.803749,520309112.460028,598557351.137497,681813300.111099,769228672.822359,860696242.983398,954842600.770726,1053260207.16612,1153385298.85521,1256634863.66547,1362795690.73956,1473652272.9366,1585410353.17775,1698257962.52472,1812259902.41612,1930424246.13312,2049947542.56619
0,272681416.496179,337769500.913613,407172817.919743,480474507.27004,558896406.785001,640369163.493893,729193767.643846,818104355.656796,910637390.654403,1004453308.86395,1108895708.00015,1211903662.10892,1317265221.88923,1424392478.88456,1542940178.15762,1653976372.46966,1772578114.62756,1894507264.82149,2019784178.51595,2139051168.0725
0,239374919.328953,300468696.438463,366536263.958133,435704877.986885,509757661.216686,587125191.944711,668920247.932113,755106596.357105,843954547.06433,937386628.197171,1032948417.41036,1133337933.91869,1237019505.3709,1341843837.57439,1451667923.21323,1561262773.6875,1675282948.0221,1792513013.18662,1912434471.10478,2032634933.61358
0,282363556.503671,347939831.730653,417370154.896307,491180554.847008,570385677.75914,654984415.643454,742728553.943936,837270233.698821,933468759.578446,1038438566.0947,1141520466.39772,1243568270.8218,1357549511.64376,1476233443.06166,1590757079.78334,1710752546.76731,1838859712.50791,1964912271.31878,2096657994.94176,2234194246.15102
0,245740081.649312,307654978.937985,374175723.946117,445858709.434136,521028005.469492,600315843.290119,683651665.094155,769693804.399235,862019758.484757,955879013.687021,1052886463.55948,1152957974.98505,1255906055.02857,1365518471.65266,1477421507.60311,1587565482.82751,1703346708.61728,1819032322.03169,1934896971.85393,2052976550.64571
0,262604905.531426,327988993.774044,396461851.060091,468182819.861794,545675813.207752,624822401.405664,708396705.131423,797821125.854393,889489379.175991,987660254.335724,1086041215.81612,1189134267.14315,1293041418.57751,1399332836.29459,1517032525.27194,1633703059.22389,1752008259.06152,1872104190.57435,1994731445.72874,2110606945.63547
0,274217305.790266,339935283.993254,412045039.112998,488003242.404439,568227721.329153,652692130.755315,740901897.706193,830473847.908372,925768704.171638,1024661824.14686,1128855015.45309,1231656957.23464,1342941132.00415,1455890566.37625,1576185805.06388,1696817661.08734,1820294247.7965,1944243235.70297,2077007525.43119,2200581646.22833
0,287325384.848269,355705314.574424,427468218.404358,505017617.081277,586333356.373152,674345920.062637,761860637.598649,853415268.351129,950905437.017613,1049848733.62144,1155347702.94925,1269332858.52953,1379297741.79467,1495160164.42812,1607427431.57761,1726503044.78422,1851467485.51855,1970352854.46528,2095226179.09767,2232821961.84857
0,249987574.396365,312087516.845314,378743421.817974,448712863.430871,523114506.849703,603807538.335066,688690683.518744,775864632.247785,866360046.406924,962884327.774979,1061963767.33139,1163745575.27837,1268404465.32285,1374270656.64459,1485653520.09363,1599753800.5582,1714843416.75008,1833399557.88169,1954979625.78303,2077551875.54068
0,304410114.191653,373821831.808567,445250543.105574,522760973.348802,604467657.468656,694023168.378183,786947788.39707,886545354.130744,982845916.85516,1086469668.91155,1195554382.99639,1302203140.38536,1421917003.37448,1536276469.32947,1660478446.34495,1789197625.20906,1916166211.84141,2049380657.0087,2189793323.02713,2321257333.42657
0,275065249.546861,341444601.068781,412086669.786864,486342529.051742,563528626.143097,647132386.942172,732342884.565876,824905904.877553,920389839.162977,1021489435.38246,1125410241.55221,1228128282.96147,1336169835.07433,1448100232.8132,1566589637.74625,1684040417.74926,1806295156.20943,1932918453.38906,2054220797.74068,2180169595.67813
0,251015444.656394,313838204.201071,381330648.691074,452119693.938633,527961953.02021,608318253.999423,693557964.083868,782283920.988651,874359547.328713,967191565.145035,1066282312.20914,1166661530.74803,1272819687.53014,1383334040.35012,1494650906.41677,1609432420.72075,1723920966.01129,1844435856.82848,1961184214.39449,2085862396.16874
0,245300067.614841,307978312.585601,374326929.768461,445066062.485549,520785065.171515,600057428.145691,681418841.457564,769292156.431154,859476585.320116,955622323.624673,1054307385.7224,1152839305.9085,1258100271.28434,1365904872.39902,1473141574.82028,1583117925.03927,1700597283.54235,1817967891.95181,1939227906.01617,2056738773.12525
0,268906769.80542,334396088.573185,402943587.294639,475978099.432819,553666178.421074,634540560.832381,720452881.823007,812405368.204045,905708952.294231,1004640506.40651,1107542189.06873,1212153488.06791,1322026870.81294,1436455766.13782,1551613771.0182,1671556571.11619,1796138861.52631,1922241081.48958,2047894583.05465,2177708110.61794
0,238810565.558974,300247652.770775,366279986.056166,436201161.591015,509784685.356938,587577242.892146,669279063.366713,754960795.933534,844018502.024234,936808853.997827,1032663473.05002,1132291942.98416,1234525675.26866,1340568720.10332,1450320848.47189,1560246563.65979,1674784370.08557,1790115486.96128,1910368721.5442,2032778379.7308
0,238503780.101449,299827980.596437,365491168.696288,435318552.015702,509480427.903661,587362615.905163,669120127.877313,754847389.313366,843742375.897766,936660136.423065,1033578923.16894,1132291572.99104,1233479738.42781,1338601301.93882,1447292469.47638,1557745238.03171,1672422926.10834,1789091646.98597,1907972745.12324,2026363672.51598
0,270476424.133746,334060926.973849,404264817.238242,478842546.980659,555612187.962546,640765414.445855,724842791.266012,812779690.429555,903994272.995698,1005681401.5157,1103598989.44382,1202557658.62401,1309742136.93149,1419045472.86241,1537513574.83416,1650263894.07518,1764481023.0081,1876069059.45756,1983688285.3063,2106435654.01948
0,311775294.455595,383031491.77483,458292902.842424,534347211.479792,618261738.602413,707459627.130811,799918696.727489,896557910.23434,998317640.438666,1100667047.68302,1208369171.19186,1321004653.45581,1432332273.0384,1557090016.02769,1674411928.36322,1800895168.88276,1924830698.97665,2051612881.64218,2179407445.59673,2313545104.01804
0,300753027.043854,369882381.244959,439590180.393967,518921360.278709,602931058.013335,688256326.210978,774544187.034242,863468568.872166,955578978.294746,1052016583.44285,1161590830.3226,1267893115.02142,1387164533.65708,1504001989.66894,1632308334.18274,1747555236.76545,1877937729.48442,2002224275.71919,2144227695.7213,2272930628.64928
0,266827669.359443,329391721.12521,397139194.752857,472268549.528557,547589821.512855,630279797.941488,716929392.856496,806990516.989896,901138717.451711,996332500.851483,1095602767.49979,1201380130.19308,1307218969.86663,1415499812.25518,1530241294.91976,1645702454.93879,1767037914.69255,1891844373.59135,2019754978.7177,2148433760.9742
0,266796836.203184,332124955.39419,401536684.070554,473429478.281375,550729662.92044,630282476.431398,716407432.50397,806327003.649749,896538036.907577,996780401.776581,1092622824.06188,1192207098.91059,1294889592.8262,1404574161.81384,1517083386.21439,1633540212.93271,1748552226.55686,1865952610.92315,1989504903.88494,2113222967.18244
