V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
0,128218597.650303,126804625.674462,115703384.266209,119803761.402026,113474276.196464,110282917.970677,110564124.18994,100012426.685257,97674757.3624737,89759067.6111702,99971664.7142412,88543784.6552821,99415816.3483556,99223795.553285,96162959.5031067,81940483.880967,71471801.8120822,74099338.3704331,71804498.8724354,50589851.3725461
0,131279121.062004,131591757.343086,122305621.22287,127154605.03605,123948230.026113,120410069.185833,123018415.372615,112016838.430146,106172174.289355,102940736.674406,107303307.650827,91210756.4089393,95219487.4088679,94064667.0161952,87822075.7966359,76129561.5252795,64897069.0951801,64475993.6644349,70901611.3288476,56809141.3377633
0,145340179.645997,144064426.703895,132898232.601948,137013109.479223,129696288.418126,127257765.159814,124789961.76402,115642024.913419,111046834.422849,102595907.939669,106859476.707588,91033767.240075,95471846.0553974,92421787.2289277,82640542.5505387,70602648.7653338,66167974.5249778,67497336.1104936,64487121.8997794,50617532.0195353
0,125976457.455692,123301987.260308,110579761.046106,117258088.949482,109012409.259746,105863661.907591,105270052.222247,99669192.6364451,96690542.9705081,90715143.8328373,94971313.6878845,80833767.6777471,89694640.1998409,87194861.0351462,86589108.6115366,69813681.1891417,65376508.5666504,71017950.0647305,77056872.4689339,61361681.4369444
0,121909623.777167,120075442.53268,110497695.686054,118828706.478976,115773123.127453,115755643.179702,117619218.998603,112825156.755359,110396850.517291,106709518.472635,116312936.862413,99382762.5096939,108209224.887361,103657238.992043,103578966.711372,89936159.7275174,85810606.7180173,91312884.4606618,94816854.5355274,78784461.0642545
0,234141499.054639,234050020.131714,223598204.314924,225022616.690889,218811971.575046,211073175.418465,204685091.337189,197151896.565911,191244300.498179,175336514.229361,174800102.526861,163616532.785087,170753408.572731,171754404.73591,160960525.637412,130645078.6678,121543613.7586,116570125.212047,110969447.738683,78581790.4273181
0,118748190.805515,118529991.901072,103396766.878713,111770563.065594,102776432.19138,98985615.8720239,101165245.753092,91820731.0448722,85507634.7447915,75597972.511625,84462575.3424186,65358109.9340786,71456207.1960921,61824463.4754646,57697458.8081976,46660954.5963614,41989199.8264133,44365744.5227937,44962049.407813,32030407.9678484
0,144532239.891612,144937203.798398,132802053.811841,139448498.991387,135277221.864209,135483882.16191,137385193.22464,128430868.233225,127778073.428896,123917644.158541,130986686.247402,119783257.531427,129501660.875315,125508917.898538,121547896.052809,109166191.170657,105185515.149975,108680668.073422,108909880.581777,99618030.0074716
0,159268083.140971,159400175.822523,148041361.003174,155910354.437325,151128395.196562,148791624.494682,148732800.519464,135710328.695808,133271797.143292,126094673.956969,132558283.649072,120278028.066137,127139668.254001,126829089.650778,115480641.757251,95777115.926011,81980288.0638076,75249069.5443817,76886174.2211749,56988162.8738433
0,119645254.875899,117200414.080104,107659920.333502,114487218.034887,111300501.880136,111129439.28405,114774471.703006,107928693.4225,104472573.050198,98529605.0200018,109547253.060594,98962674.2466268,103708147.016431,101341688.306412,96190338.5352259,84588939.7143725,82674741.6078999,88533528.4953388,89095511.220352,74866815.7245315
0,149506115.395437,146480376.873324,134092589.011817,140445772.884884,135634317.81699,133224524.52038,131596087.824972,125163426.783561,123337932.212049,115789317.251014,121267424.061895,104411951.553871,107296541.936171,103557630.415722,103401106.353338,84843921.4113824,73798620.8504244,72688043.2518534,71464128.323497,48912843.2749775
0,138723615.998456,136913038.965809,127488497.746529,134909259.764848,129201777.94705,129831742.110239,131182630.964157,123808959.030439,116901065.423227,109810334.724114,119030947.849553,101155757.645716,102321064.89851,97338818.6691134,88576053.8211646,74304212.7551777,72227947.5047857,71852024.6201121,79849229.0267374,64683332.6621278
0,155675670.300173,149830342.021602,138234129.259915,145663628.066801,140531911.842166,134322753.560117,133768243.528843,126908734.121483,123989221.301383,116302737.185574,120272981.841142,104323477.342281,111886881.258682,103229998.943385,93557799.765814,76264400.2689964,67358095.0499549,62536714.5978544,65938720.3107622,52358782.2896268
0,105171482.6187,104048473.096962,95396090.7551804,104280439.094743,100540083.977391,101828639.625398,104934311.692306,101050603.558547,99751751.8795468,95147546.2323614,105105258.66655,95477709.5787164,103092643.561086,102923709.115438,100083466.319709,91346326.339114,88975218.871855,93055700.5146401,99688792.9484951,89103666.3557321
0,129254893.866535,130189351.225446,119252095.261004,126738131.361307,122082650.996615,121327892.255323,121012608.031026,113554286.767162,111081127.845471,105530461.674626,116175193.55553,101877036.666136,109463878.767079,110389410.902886,108306069.740344,97299043.6852141,92467778.6296147,90361213.5320788,96284431.2246858,87254722.4346497
0,147021424.039676,146171965.536615,136765292.618629,142000623.545372,133862153.889982,128064645.574197,129999996.609399,119437427.590193,110562493.938848,107164480.822183,115212736.796712,94834727.9958318,96079081.0565371,98513684.5363125,89392080.4507335,65987370.8731641,54283689.7547966,51039084.6771392,51255550.8036106,37616984.9132124
0,137469465.814812,137119515.610914,126246228.722175,131835820.282371,124874536.223203,119608839.586457,118850540.818575,108639343.124007,103105403.77779,92446946.4306875,97367577.6756815,72968073.4241621,70835051.9466722,63528075.0907847,60604457.1242579,38585256.6027412,24181499.4013506,22056848.2005059,16224812.455647,-3663152.35566402
0,158750407.25666,156432988.429158,144926111.414572,152803962.651768,146716323.126945,147044771.750213,145700017.993263,135477872.962453,133791003.856655,124521921.955792,128457056.182701,112928486.415935,120226561.951595,116372942.048203,115245091.843234,102720045.464907,96621259.5705879,95011577.142994,100668369.094801,92336141.901582
0,103931042.433418,102451499.793371,91628715.241384,100107140.354057,95639945.6760228,94728264.0879818,97956167.4899438,94838035.8716634,95799786.9492343,93997925.2278255,103210283.594318,88341211.3242374,95075177.5352416,93573225.0237216,87873860.0182446,76449846.8823056,73104193.8803742,79407211.1581994,83088579.3711994,73828415.888588
0,108393697.303449,106965543.757177,95076435.0809222,104828916.290869,101013897.196235,101471235.970051,101255186.381423,94303879.3681979,92076134.529998,87777342.7252629,96299099.0777665,83927752.2488755,87522638.5828715,86247149.1448828,81492292.3704233,66079510.6376211,60315791.1595735,65114888.129625,67319814.9150465,48630540.5349556
0,130986424.290707,130897199.196821,120203144.498468,124760694.442182,121136780.011325,116551081.746963,119004774.829945,112164018.555322,107698470.021176,102713556.16431,107250052.592083,89844029.6011201,91013324.9270925,88919225.9608538,85296787.6301487,72807936.5967056,67153691.9881408,62708061.0853875,60482299.0851135,46402113.4755987
0,111292438.971972,109930073.187511,98247295.5791464,106223816.010638,103847011.638274,104603951.191622,106610625.717385,102233714.127895,100314858.635238,94077677.7562836,100771774.231429,90118989.4703994,99880469.7770021,101106864.000747,102498300.765763,93577573.804894,90956836.4107913,90538245.2546315,89779575.3654315,78022975.4662928
0,108090121.146682,108840864.090347,97407536.9729345,106943017.002069,104031454.692785,102873129.624591,105193319.425684,100224499.884732,100407377.208768,94313732.343233,102658387.67921,90380694.9221883,97472117.5557912,97872665.6241326,92449821.3414483,82930896.6806751,82474433.1352928,82814777.1280353,85798034.5139898,70957024.6307642
0,128535520.328881,127745767.000142,115909425.397817,120738192.640481,118276265.559853,115594895.561513,119400115.206672,116170628.656569,113325022.539579,107015981.481967,115177407.631492,101821651.306841,103477252.255372,104224893.175646,102587514.6117,93833457.9865279,88667449.9454869,94528152.2668485,96907174.2632669,81346546.3181904
0,141845107.377613,139810327.636667,126603474.468355,133389206.888828,129056659.401385,129914079.282675,130177926.380958,122531200.712761,119162418.190778,110650910.260424,115235051.382727,98584259.6229131,101772406.665049,95572949.0462966,94536193.7356447,80236133.3087398,71103427.4515768,67540486.3778656,71746437.9423051,61880237.2821097
0,137952230.083941,137684143.176603,126845217.76267,136122051.178942,133686181.05383,135140183.878195,136593974.280085,132770011.130726,131274861.004411,125880813.499678,137301896.023798,127297727.052484,136470150.713499,135056650.567483,128957917.825607,117130357.544377,112295246.453268,110803918.090696,117447045.477588,104347531.710968
0,137037312.873097,135295111.936677,122320287.490752,130284782.871947,125483030.79441,123786447.831205,123746384.219504,117177028.006565,115476692.173166,107821547.818447,108182328.714605,87594176.7299496,92480170.0461141,92957444.6034904,88243948.4612421,68533420.1005457,58936748.7673019,53605706.4382222,54344652.0026834,31201979.8249088
0,122616979.247176,123281500.555675,108823866.39284,117798630.375301,114222687.898634,112467754.121208,114780556.514017,111222379.51557,107967489.214593,100514776.07021,111032578.366413,97269127.1867446,98492945.8096877,97426169.2033959,88454737.9817845,71545872.9006532,71782010.9137163,72207875.9845956,73319199.8614321,66229443.495636
0,130036693.649274,129797017.22749,118269567.732009,126050049.482076,120605981.630959,121566924.592321,124984893.570915,118535322.811574,116735898.528211,110618256.021482,116900948.000312,103892727.801628,110663429.371199,112741199.793943,106915121.751061,94862743.8560732,90487270.0683982,94813516.853327,96695655.9092361,81560831.7429707
0,125481370.836793,124975407.932817,115380547.269771,125233603.896372,122320250.718984,122404096.757077,125637957.20689,120019815.561819,118840106.031166,116440789.664802,128272207.258638,118471048.479374,130396980.292798,131638603.589483,133804480.193133,123540758.957099,124751782.980971,130848976.10154,139728585.947724,131870168.44409
0,171644719.139232,171726298.564628,160966887.45725,166243554.097086,163639525.501213,159680215.136258,160270436.78738,147876330.591232,148199844.832683,136448144.207539,147284639.619793,131014793.537069,141655374.623334,135503992.021266,121288105.78927,104945506.480407,102671964.102469,104827366.076358,108824390.877092,93328982.6490695
0,142818779.279765,140638737.260903,129063941.005498,136039600.557358,132013136.879714,130559500.795661,132148565.172263,125601331.16524,125283939.63336,116586832.077307,121061872.607816,109870830.126815,111552429.962591,110836423.618474,99568995.207426,88672342.4680751,80016546.5915435,75180637.236209,83161632.0786968,70054476.3168167
0,105095631.730397,104175517.499591,93037298.587359,101567819.432095,97123949.5777273,97859185.7434988,98600174.5391909,94122660.298153,92214663.4439958,86711099.2063411,94528668.498459,81910624.5369018,89993616.6800475,88771004.1502902,86017769.3625571,75453302.9754919,71653360.7737158,76059565.4416152,79564463.8444853,70008094.3379213
0,179496562.569253,178195099.458695,165478708.759487,167130136.142431,164775422.241522,160467168.467754,159088832.940171,150735852.280372,140287821.524041,136709405.412634,143531317.639069,125073741.536428,125729904.402432,129071159.822387,130916847.027106,116919936.212899,105028020.669848,108914475.233276,109514922.094003,89897375.3309643
0,119920476.627752,117060188.17391,106557809.473206,115330095.099615,111762783.491694,110895732.280373,112150677.896293,104446772.812208,101038581.960326,93268637.8936947,99503773.1509726,84557097.9950742,86149732.9592476,79415761.4408926,73660561.8531787,57839301.9607429,48394764.3195951,47588718.1943121,49147471.5879006,30285636.850571
0,105149680.592885,103392376.147304,94034265.0990882,103518785.328035,100867161.398234,102077459.222685,105117289.076334,101338046.44873,100807317.021501,94238420.9479119,105116121.786008,94350231.0105287,104779206.065824,106822883.170107,105186390.693488,97633048.0290484,95519927.0086836,97871341.7863627,106182141.918976,96071747.6219763
0,114900984.870709,115118546.618422,103807194.015912,112073281.032436,109737224.326759,109932197.23047,112416933.087874,105636269.542271,104675516.753514,101090902.979354,109909946.52557,96573564.7064738,102918344.718764,102017167.81245,99326970.2762426,84671878.4702496,81231239.568544,84742258.8964957,91559839.8095698,77942346.4490899
0,142638354.255562,142756251.157754,129686835.369998,136416262.537718,131359677.349712,131846487.027501,131457426.813813,122011383.790498,119797202.865203,115630741.094408,124295496.555679,114433246.29695,122774235.070357,116067861.13195,112356661.505461,100443958.929952,95146559.0274158,91624851.2637881,97576669.9326567,81029582.7038907
0,135477285.929655,134455087.878423,124421316.15309,127465544.633251,121302489.443962,121253302.735757,122452867.026706,115440198.929474,115222111.282007,106077999.646703,114650962.634344,102151698.102611,107908407.990612,106316274.50489,102747614.971013,92341905.2812696,90813889.0576291,93906131.0739103,99740836.9333212,83948107.5343962
0,128452594.878449,129033712.057312,117255938.181974,125777098.396204,120277347.718682,117728293.297635,116465788.817671,109443006.32495,104044362.598501,98912957.4734112,108543257.717018,89594242.087691,94417366.9955866,94094004.4448149,93482490.9129037,76713716.9289254,73515020.4893072,77086565.5899467,82230017.45071,68528215.9678221
0,132310474.7265,131104261.220702,120132151.347101,128210385.91022,123849396.637946,122044278.899167,121501902.398095,113592337.743482,112947606.468045,104990047.601755,113925794.256763,102634680.386,109585410.518634,104470468.639941,98744403.8704825,87772943.1809453,85054003.4517635,89918644.1618755,96704368.5844343,83975659.0837927
0,115027439.594098,114242380.199553,102287872.482053,109902414.515381,106298546.881472,104698290.970525,107187191.97181,102202553.674797,97679260.3829762,91512603.7024032,96043256.0949026,84931625.685761,89204308.8685701,85417969.3529115,85801101.0107877,68901120.6367993,68021503.3881142,67488514.0433602,71272498.9823112,63931328.4057863
0,106350190.577811,105800349.139149,96101807.9320625,106108001.072077,102748188.414967,103458680.110578,105857285.121147,101851527.074893,101959429.039808,98340564.9513755,108809579.049626,96736413.3092522,104545577.731221,102815730.835642,100972800.923869,90580650.5896543,89895397.7288662,95282713.9625618,97958804.6498182,89028900.3659641
0,198054149.596926,196506245.217699,182083359.103417,187318859.479847,182225330.776735,171675453.572319,169266364.602076,158340516.449919,147790828.84863,137766040.598269,137844545.420874,117187699.749973,120925492.444122,123577825.976309,120081505.916615,109068106.68846,99153817.429197,95866162.3968917,88438379.8330035,75362493.8842798
0,139162192.332733,140177699.751135,126193355.983454,132948916.67442,130766009.125992,125505293.430515,128121400.53153,119685653.661958,115020302.996922,108257477.960188,108918045.523292,98126734.1435098,98930458.417148,93075830.3233508,83895122.124537,65490879.6445408,55324107.6658365,59618438.364022,54928267.8052948,29407021.7209612
0,148931863.868763,146852661.422013,135043770.795676,140047621.089088,131966385.79437,125921992.449911,127755696.842225,112104368.753052,108324647.092463,100484969.34706,106690149.815666,88562618.7340281,93893542.9400102,89414460.0128103,71549988.0240255,48907274.2946388,42610264.2694372,48019066.7959194,48604392.5260071,26865261.440627
0,129763605.225349,128357711.716381,115652414.381843,121514653.148162,118521602.298689,116860585.27072,117660441.720687,111520810.303815,106742540.983873,99543058.3090693,106044530.825109,94877004.3692078,102106062.020002,101347541.857666,98170460.0079597,82508715.8081923,80585765.7947358,84347637.1952041,84926596.602022,72908744.7772027
0,133880541.370374,129165521.958864,117247912.583704,122240176.922341,113929795.2545,112687238.28741,115571631.286242,110430122.932794,104984706.11412,94951447.658201,100724027.919891,85308681.829,86564957.0258693,83675515.6287279,75775297.8369567,61174109.1887102,52734192.056109,44734988.0950916,46426240.4276782,34212631.5904246
0,141904925.357107,141246551.28174,131014564.305105,137438868.339722,131232536.070648,128061081.595388,130209657.645652,122132438.493,115412137.45552,108512919.011959,115370937.670384,103135863.396932,109578785.560401,105034242.150791,101617111.87321,90330120.0451146,87179738.764543,85522570.8176365,85151143.1438535,64685254.4445069
0,146004907.763029,146491594.226359,133859403.610052,136463411.888993,128218395.381122,126554036.230183,129146838.558546,119164985.861199,109250443.45332,101541630.634532,103721424.487085,85500518.4750562,86743685.1761703,84527416.3362596,71097128.974729,57414726.7545994,49049548.4080377,49625329.2331453,41594043.5797861,32469483.0383146
0,110119767.479843,108878458.715055,99280414.8053928,108548312.841795,104756504.247502,103663470.123647,106289443.26875,102151687.90151,102040104.346005,97091962.459988,106474239.645277,92302920.6685493,98857032.360832,96562065.4637751,95071306.8387325,83087961.6785852,76548474.3488246,75678236.3067442,78554848.9629007,65394944.1572502
0,135959253.258032,133777395.698467,121165278.939262,126263078.406778,121403125.336765,118089638.807989,121102698.808973,111419547.357997,104839576.480092,91997777.0335299,100877034.156003,82831300.3982416,84375467.4718166,76115681.9624137,75123495.3977426,54906118.4741054,46798218.4328228,46678587.0540029,49208792.7480615,28654004.6646652
0,106626267.973111,105338835.49485,96656793.0433496,104001231.936925,101718340.119022,101377420.60478,104193864.204358,101084438.307974,99483136.660719,96593535.0599013,104281052.698768,93567432.7386542,103813362.344845,101778761.116883,102018087.190149,89121036.4198934,86625950.4134425,92308631.8268399,99901151.210094,89415099.3905409
0,144873224.263643,141346835.185351,126505651.670599,130069195.741046,124138309.970617,122856476.576502,121911067.073174,116994931.71851,112188485.578554,109659345.324823,113667875.358185,91629782.8267766,99380210.293086,100117813.946183,91504280.1512205,76866031.9360506,74188490.6411585,74267242.3720701,79257191.9896978,71705739.9558838
0,109683897.578241,108013892.000025,97299239.3811323,107174695.548156,104056771.034788,104510953.404879,106958955.18297,100365479.306624,101307348.617027,95668574.8796277,102813129.693792,88377525.954253,94345553.1435016,96291644.1798318,95789118.7293127,81500726.3169962,78152052.471703,78881521.6903984,78782018.6697626,63700391.3689261
0,125964132.562902,126625214.36214,114718388.638149,119642801.109911,115722199.277763,111376926.773944,109668731.652699,103408382.698023,98441944.2921989,93681297.1511069,97914967.0636074,82595651.9041506,85098928.6791301,78375696.5973694,79358888.6196825,67617241.4452897,61809929.2374205,62425616.6458409,64901034.4519313,43399250.3957466
0,136159575.67679,134551496.978619,125757525.61182,134101902.906994,130905988.478226,130711716.037855,131675438.428186,121758756.17783,117478302.885169,109528428.352302,116723931.740122,97223106.326023,103971700.331209,100609192.026338,99901697.1071525,87821476.8391824,82679913.404509,82752051.8608531,90711830.9095186,72499848.8550713
0,148044964.778657,147569572.210013,134509008.306872,141424571.765686,136221142.240102,137043801.709229,133382161.841968,122358478.963046,116747956.763891,104913384.478452,109519613.922778,98169571.7149764,99169767.222232,94674047.1518701,81776326.108024,64052413.0316299,56076995.697881,47644340.110484,44598849.6019719,35016253.1365418
0,114920262.236154,112752198.912685,101421348.803736,107187701.636393,102064434.641924,104356704.922603,108649513.123371,103021407.838264,100338875.981343,97826067.5021947,107005664.901204,93959927.5924177,101167511.704157,97275415.7697708,95242584.2204364,84889436.7554384,79704101.1435682,82800919.3593286,88208834.4506386,77016629.8835751
0,168088613.018008,166720980.086752,150445964.538484,154690509.059171,147638695.462855,148122167.805872,148836115.241082,144878982.525944,134720098.60373,125154491.881663,130606941.891225,108452512.245902,116605749.156974,107629050.274509,103358872.213763,91438632.1840372,81731361.1162283,82720435.8377503,89938740.9960454,71383032.8825153
0,140040098.56804,140160619.492972,129533958.125416,135950881.935259,128975285.6719,128659887.130581,126533366.695582,121759299.327599,118823743.574885,114705814.947203,122622617.683559,103784664.389711,107909826.035528,104452496.187064,103093458.907972,88919412.976636,83884858.6401532,87843767.9330839,85945472.9735706,71083501.0090059
0,116432181.764853,115593138.304025,105634399.186882,112563726.912036,109601370.179927,110789820.171458,115215084.127239,111599321.871168,110794548.629694,102350350.158448,111206657.723822,95942208.2263653,104882176.285936,106705097.932903,104149185.872383,94187021.1229775,87839986.5805933,92815704.7111399,92343446.2980536,83226580.670692
0,109323899.377413,109375003.590508,98320192.7919699,106448647.221022,104432564.21814,104934090.427977,104260854.102505,100729770.341742,98552426.2721028,96426261.3703077,106002430.151045,89503240.8134125,98597255.8008246,98231463.5347141,91978727.734622,77721027.666793,76607452.836146,79448342.5238668,85572131.0992323,69869863.4402835
0,136612178.653067,137329394.641408,125153881.787781,131963991.235988,128100423.760116,125920673.975352,127244679.972285,124412015.254879,121069954.539816,117053746.461994,126635298.454496,112583898.387646,121610280.078048,123737942.367358,121196662.17825,112488874.881832,112869238.357925,119059779.704805,123726600.976372,115093581.873706
0,104825395.490215,104678496.163716,95940603.3623505,105299699.723599,101785072.177422,102436494.238648,104997308.736674,100770554.369152,99615477.8578355,95440920.4096776,103731593.837715,91609478.0480905,99287804.3483276,99524678.7226778,99698756.4621805,87418044.3214875,85812958.1162175,88491279.1728058,96674984.0261778,89634920.7063985
0,103846432.439025,103424779.8922,93736188.3542626,102990455.387865,101033754.061414,101933662.015156,104641427.02804,100526408.873858,99044093.5244434,95144240.3993695,105496858.393519,91608785.4706178,97389740.8717137,96046785.3150097,94484634.1535524,83226255.5534163,81962334.9274964,86861116.2966917,92933087.7913764,79804822.7703737
0,127701915.678224,122005063.592274,109478967.407507,115090091.866087,106540649.526832,106706369.057413,101873740.741381,89698273.8656852,80181391.8098591,74892749.493278,74537724.7357661,50709751.0162512,52697889.5118446,45236740.9596775,42025150.2692485,21989655.5400971,7986504.77856425,-3169910.48976182,-17713860.8030688,-36218461.3412953
0,176077467.331705,176278229.584128,164294188.980527,164520551.203377,158886593.584693,157087267.135184,155501774.418891,146265824.862193,140952752.217763,128194419.715114,130452528.931398,113065615.228275,110814484.553254,110713529.708886,97995524.6656985,82281695.610349,68206524.0886704,61929420.7121531,56695148.3762281,39290211.0081985
0,162000364.175252,160170569.721469,141374956.108127,148268184.573375,144254394.213485,138876483.837525,131241431.88356,114658787.345769,100450254.763506,83651501.1183199,90426124.9364466,68696068.9375997,76932313.4943296,70980805.460798,70957393.3771529,46739657.2249714,40707737.0502562,34152663.6268971,42956781.0262076,22475474.012568
0,130384506.741002,125062573.652613,111348821.434757,121277901.034574,113244748.407064,113476083.129048,115227306.798334,108791303.419835,105974567.688048,96321231.388552,100645225.651518,87484857.9229067,91100628.9648366,85511589.6414979,82125822.4553093,68024616.9502191,64258125.6769811,68487205.3747677,75014893.5200959,64612445.4662562
0,128044419.260964,126850829.953127,114774321.643787,118245693.030629,112285858.107143,106953761.105178,106964188.226903,99360870.7638416,90702654.5545426,86229010.0326346,85710251.4204573,64673663.2285542,64276677.0684348,59589375.9944348,53082653.4939327,39236221.5064238,28448873.5900015,24855020.6223497,26529468.0633913,10934496.2020014
0,137224941.601232,138016328.499663,129088418.526749,137583218.231092,133583136.451212,134946073.448449,138993757.030005,131938595.025424,131030051.965463,128536005.409581,135682474.920064,120625010.815837,125068350.721584,124564558.011584,120584148.878171,106844653.165356,100849807.310884,101851866.809573,106826101.021546,100597080.758192
0,106631648.402647,105714033.436537,93826889.920625,103274510.753412,101252391.788034,100807607.20609,103617250.79953,99746725.2471241,99719904.0451728,93121106.581952,102923546.9813,90781960.7012831,99803215.7580554,102495173.417409,99737493.6032221,89029392.9615736,89969669.0605079,94094605.5324507,101670779.383799,92878587.9360875
