V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.03636618637,121.849267221243,599.69398142224,548.091679346803,124.987881277171,118.948094192166,585.415553293139,535.041877457594,121.939396367971,116.046921163088,571.137125164038,521.992075568384,692.539281843261,630.714595831076,5405.78247915102,4890.15724348804,676.050251323183,615.697581644622,5277.07337250457,4773.72492816689,659.561220803105,600.680567458168,5148.36426585812,4657.29261284575,96.6750930943204,93.5789711873632,332.689064881752,306.86581467229,94.3733051635032,91.3509004448069,324.767896670282,299.559485751521,92.0715172326861,89.1228297022507,316.846728458812,292.253156830753,1319.76474368425,1196.12051650867,10745.8808099608,9714.6745369783,1288.34177359653,1167.6414565918,10490.0265049617,9483.37276228834,1256.91880350881,1139.16239667492,10234.1721999626,9252.07098759838,222.120185462518,206.660155322882,1400.7087310437,1271.76927337034,216.831609618173,201.739675434242,1367.35852316171,1241.48905257581,211.543033773827,196.819195545602,1334.00831527972,1211.20883178128,378.926550922766,348.01163549228,2735.73331374614,2477.89859674291,369.904490186509,339.725644171035,2670.596806276,2418.90101110617,360.882429450253,331.43965284979,2605.46029880585,2359.90342546944
133.014192724275,126.658195338182,641.591783827969,588.82631205887,129.847188135602,123.642524020606,626.315788974922,574.80663796223,126.680183546929,120.62685270303,611.039794121875,560.786963865591,742.28331109723,678.769140455602,5824.46189459474,5297.19995028594,724.609898928248,662.607970444754,5685.78423043773,5171.0761419458,706.936486759267,646.446800433906,5547.10656628071,5044.95233360565,99.1659083702222,95.9853650538808,353.654555452037,327.249998824033,96.8048153137884,93.6999992192646,345.234208893655,319.458332185366,94.4437222573545,91.4146333846484,336.813862335273,311.666665546698,1419.24899817829,1292.22574614162,11583.2064621134,10528.7262149827,1385.45735536452,1261.45846647158,11307.4158320631,10278.0422574831,1351.66571255075,1230.69118680155,11031.6252020127,10027.3582999835,234.559045786434,218.676686191085,1505.40346895576,1373.55525176338,228.974306601043,213.470098424631,1469.56052921872,1340.85155529282,223.389567415652,208.263510658176,1433.71758948168,1308.14785882227,403.8004675567,372.040837612591,2945.08961083542,2681.43681793757,394.186170710112,363.182722431338,2874.96842962506,2617.59308417715,384.571873863524,354.324607250086,2804.84724841469,2553.74935041673
138.617288846151,132.076955503395,688.697130000008,634.686325113301,135.316877206957,128.932266086648,672.299579285721,619.574745943936,132.016465567763,125.7875766699,655.902028571436,604.463166774572,798.275321839033,732.917330396333,6295.17505857525,5755.45491224696,779.268766557152,715.466917767849,6145.28993813298,5618.42027147918,760.26221127527,698.016505139365,5995.40481769071,5481.3856307114,101.969620346546,98.6969346760097,377.22613396805,350.199181383653,99.541772243057,96.3470076599142,368.244559349763,341.861105636423,97.1139241395678,93.9970806438187,359.262984731476,333.523029889193,1531.22869183113,1400.51774694404,12524.5949792144,11445.1977868399,1494.77086583515,1367.17208630252,12226.3903368522,11172.6930776295,1458.31303983917,1333.82642566099,11928.1856944899,10900.188368419,248.560294344965,232.217017985552,1623.11011809588,1488.14775630224,242.642192098656,226.688041366848,1584.4646390936,1452.71566686648,236.724089852347,221.159064748144,1545.81916009132,1417.28357743071,431.798636842988,399.117122122479,3180.46509825567,2910.58347495048,421.517716918154,389.614333500515,3104.73973877339,2841.28386840404,411.236796993321,380.111544878551,3029.01437929111,2771.9842618576
144.012649026138,137.033583029598,733.553662408025,676.13461829792,140.583776430278,133.770878671751,716.088099017357,660.036175005112,137.154903834417,130.508174313903,698.62253562669,643.937731712305,852.194971481201,782.451840163868,6743.44612841331,6169.66199507295,831.904615017363,763.822034445681,6582.88788726062,6022.76528090454,811.614258553525,745.192228727493,6422.32964610792,5875.86856673614,104.669186667523,101.177013188805,399.670747629953,370.938652921529,102.17706317544,98.76803668431,390.154777448288,362.106780232921,99.6849396833557,96.3590601798147,380.638807266622,353.274907544314,1639.06421865349,1499.58323697972,13421.1044239747,12273.5813026008,1600.03888011412,1463.87887419449,13101.554318642,11981.3531763484,1561.01354157475,1428.17451140926,12782.0042133093,11689.125050096,262.043036101982,244.603292551977,1735.20240674224,1591.72251442709,255.803916194792,238.779404634072,1693.88806372457,1553.82435932168,249.564796287602,232.955516716168,1652.57372070689,1515.92620421628,458.760347895055,423.88614175594,3404.6169806326,3117.70234130904,447.837482468982,413.793614571275,3323.55467156992,3043.47133318264,436.914617042909,403.70108738661,3242.49236250724,2969.24032505623
149.894198221521,142.37228007762,782.040301786517,720.349248697153,146.325288740057,138.982463885296,763.420294601123,703.198076109125,142.756379258592,135.592647692971,744.80028741573,686.046903521098,910.976207159968,835.8081849622,7228.01700745109,6611.54383523812,889.286297465683,815.907990082148,7055.92136441654,6454.12612487531,867.596387771398,796.007795202095,6883.82572138199,6296.70841451249,107.611864391608,103.848063139588,423.930484805151,393.060660555988,105.049677144188,101.375490207693,413.8369018336,383.702073399893,102.487489896769,98.9029172757979,403.743318862049,374.343486243798,1756.62288375824,1606.29252372285,14390.2133470784,13157.3155980614,1714.79852938305,1568.04746363421,14047.589219767,12844.04617906,1672.97417500785,1529.80240354557,13704.9650924556,12530.7767600585,276.741199711263,257.944930891717,1856.36975273061,1702.21501312065,270.152123527661,251.803384918104,1812.17047290369,1661.68608423682,263.56304734406,245.661838944492,1767.97119307677,1621.157155353,488.152868860831,450.566015581878,3646.91883763744,3338.65795382647,476.530181507002,439.838253306119,3560.08743674131,3259.16609778298,464.907494153173,429.11049103036,3473.25603584518,3179.6742417395
156.573919150466,148.46477923695,837.000010768101,770.728864934441,152.845968694502,144.929903540833,817.071439083146,752.378177674097,149.118018238539,141.395027844715,797.142867398192,734.027490413753,977.73320364125,896.696832058639,7777.26671152332,7115.02566765753,954.453841649791,875.346907485814,7592.09369458229,6945.62029461806,931.174479658333,853.99698291299,7406.92067764126,6776.2149215786,110.953958900978,106.896331857968,451.429638503923,418.267931449825,108.312197974764,104.351181099445,440.681313777639,408.30917117721,105.67043704855,101.806030340922,429.932989051355,398.350410904595,1890.13240863101,1728.06577963829,15488.6741568069,14164.2443373498,1845.12925604456,1686.92135631357,15119.8962006924,13827.0004245558,1800.1261034581,1645.77693298885,14751.118244578,13489.7565117618,293.43379989893,273.170121373898,1993.71112756064,1828.11166538829,286.447280853717,266.666070864996,1946.24181499967,1784.58519716476,279.460761808505,260.162020356094,1898.7725024387,1741.05872894123,521.53360114637,481.012358268812,3921.56298888153,3590.41633281137,509.116134452409,469.559683071936,3828.19244152721,3504.93022964919,496.698667758448,458.107007875059,3734.82189417289,3419.44412648702
164.051657789627,155.289757441172,898.334476493726,827.00270908569,160.145665937493,151.592382264001,876.945560386733,807.312168393174,156.239674085359,147.89500708683,855.556644279739,787.621627700657,1052.46470656812,964.905062111752,8390.21478850965,7677.40458537146,1027.4060230784,941.931132061472,8190.44776973561,7494.60923810071,1002.34733958869,918.957202011193,7990.68075096157,7311.81389082996,114.695377301933,110.311129403918,482.118903603953,446.424827069814,111.96453498522,107.684673941919,470.639882089573,435.795664520533,109.233692668508,105.058218479921,459.160860575193,425.166501971252,2039.590316322,1864.47762285684,16714.5262463051,15288.962225689,1991.02864212386,1820.08529850311,16316.5613356788,14924.9393155535,1942.46696792572,1775.69297414937,15918.5964250525,14560.9164054181,312.120499252709,290.225641552935,2146.98119516305,1968.73635513332,304.689058794312,283.315507230246,2095.86259527821,1921.8616800111,297.257618335914,276.405372907557,2044.74399539338,1874.98700488887,558.90190169118,515.118781739208,4228.05905961191,3871.6257652127,545.594713555676,502.854048840655,4127.39098676401,3779.4441993743,532.287525420171,490.589315942103,4026.72291391611,3687.2626335359
172.333493710451,162.851002712575,965.946623987555,889.0590913505,168.230315288774,158.973597886086,942.947894844994,867.891017746917,164.127136867097,155.096193059596,919.949165702433,846.722944143333,1135.23213176412,1040.47150663012,9065.89623727429,8297.57059284975,1108.20279529354,1015.69837551987,8850.04156495824,8100.00938825808,1081.17345882297,990.925244409634,8634.18689264218,7902.44818366643,118.839124929692,114.09430805049,515.949423249403,477.475119044986,116.009621955176,111.377776906431,503.664913172036,466.10666382963,113.180118980659,108.661245762371,491.380403094669,454.738208614273,2205.1195073793,2015.60539987183,18065.8402520373,16529.25003896,2152.61666196551,1967.61479511297,17635.7011984174,16135.6964666038,2100.11381655172,1919.62419035412,17205.5621447975,15742.1428942476,332.816600052729,309.121086698832,2315.93822620201,2123.81100826704,324.892395289569,301.76106082505,2260.79683986387,2073.24407949878,316.968190526409,294.401034951269,2205.65545352572,2022.67715073052,600.288443956525,552.90456000926,4565.92422989277,4181.73086979461,585.99586195756,539.740165723325,4457.21174822866,4082.16584908521,571.703279958595,526.57577143739,4348.49926656454,3982.60082837582
181.76187402619,171.545226097642,1042.66655506402,960.22006356128,177.4342103589,167.46081595246,1017.84116089583,937.357681095536,173.106546691609,163.376405807278,993.015766727642,914.495298629791,1229.45701515942,1127.35972539792,9832.58552318316,9008.71217836102,1200.18422908419,1100.51782717416,9598.47634405975,8794.21903125718,1170.91144300897,1073.6759289504,9364.36716493634,8579.72588415335,123.556588407677,118.44442058096,554.33772350185,513.081612739073,120.614764874161,115.624315329032,541.139206275615,500.865383864333,117.672941340645,112.804210077104,527.940689049381,488.649154989593,2393.56272752967,2189.37583573156,19599.1621544266,17951.4811948052,2336.57313877896,2137.24783964272,19132.5154364641,17524.0649758812,2279.58355002826,2085.11984355387,18665.8687185016,17096.6487569573,356.377730881728,330.847642647688,2507.65304975055,2301.6354160279,347.892546813115,322.970317822743,2447.94702475649,2246.83457278914,339.407362744502,315.092992997798,2388.24099976243,2192.03372955038,647.404158974291,596.351670231099,4949.29720756142,4537.32767013894,631.989774236807,582.152820939882,4831.45679785757,4429.29605894516,616.575389499324,567.953971648666,4713.61638815373,4321.26444775137
192.282581357666,181.254257461045,1127.73303569899,1039.17834719536,187.704424658674,176.938679902448,1100.88224913472,1014.43600559547,183.126267959682,172.623102343852,1074.03146257046,989.693663995584,1334.59882214131,1224.3904306504,10682.685551443,9797.77870948369,1302.82265970937,1195.23827753967,10428.3358954562,9564.49826401979,1271.04649727744,1166.08612442895,10173.9862394695,9331.2178185559,128.820567980797,123.302247839414,596.902340379877,552.589438179345,125.753411600302,120.366480033714,582.690379894642,539.432546794122,122.686255219807,117.430712228013,568.478419409407,526.2756554089,2603.83908967869,2383.43062308301,21299.2994578252,19529.5568898041,2541.84292087682,2326.68227491436,20792.1732802579,19064.5674400468,2479.84675207495,2269.93392674572,20285.0471026906,18599.5779902896,382.668621488274,355.110286325936,2720.22512165632,2498.94507424342,373.557463833791,346.655279508652,2655.45785685497,2439.44638199953,364.446306179308,338.200272691368,2590.69059205363,2379.94768975564,699.97868837262,644.870334434089,5374.37859825187,4931.88961932351,683.312529125652,629.516278852325,5246.41720305539,4814.46367600628,666.646369878685,614.162223270561,5118.45580785892,4697.03773268906
203.555925191427,191.527364016171,1218.19990033164,1122.10679093922,198.709355544012,186.967188682453,1189.19514079993,1095.38996258353,193.862785896598,182.407013348734,1160.19038126822,1068.67313422783,1447.26232205608,1327.05848990588,11586.7506323179,10626.5193174349,1412.80369534046,1295.46185919384,11310.8756172627,10373.5069527341,1378.34506862484,1263.86522848179,11035.0006022075,10120.4945880333,134.461125365614,128.442301466743,642.169304110179,594.083872800573,131.259669999766,125.38415143182,626.879558774223,579.939018686273,128.058214633918,122.326001396898,611.589813438266,565.794164571974,2829.15831857236,2588.75974089445,23107.362556747,21186.977680208,2761.79740622539,2527.12260420649,22557.1872577768,20682.5258306792,2694.43649387843,2465.48546751853,22007.0119588066,20178.0739811504,410.840324668869,380.782551664457,2946.291688996,2706.17554535518,401.058412176753,371.71630043435,2876.14188687705,2641.74279427529,391.276499684637,362.650049204244,2805.9920847581,2577.31004319541,756.314323797938,696.207864411599,5826.44467010329,5346.29013604843,738.306839897987,679.631486687513,5687.71979700559,5218.99751376156,720.299355998037,663.055108963427,5548.99492390789,5091.7048914747
216.39959486036,203.333140397907,1320.9837911664,1217.26831310987,211.247223554161,198.491875150338,1289.53179613863,1188.28573422631,206.094852247962,193.650609902769,1258.07980111086,1159.30315534274,1575.61686411662,1445.04076607696,12613.8780027433,11577.4802207585,1538.10217687575,1410.63503355132,12313.5475741066,11301.825929788,1500.58748963488,1376.22930102568,12013.2171454698,11026.1716388176,140.887524346124,134.349383415738,693.600779412127,641.700984907175,137.53305948074,131.150588572506,677.08647514041,626.422390028433,134.178594615356,127.951793729274,660.572170868693,611.143795149691,3085.85827440136,2824.71590572036,25161.5382378288,23088.8267848124,3012.38545834418,2757.46076510797,24562.453994071,22539.0928137455,2938.91264228701,2690.20562449558,23963.3697503132,21989.3588426785,442.935806403071,410.284411344416,3203.13282642922,2943.97029771797,432.389715774426,400.515734883835,3126.86775913329,2873.87576681992,421.843625145782,390.747058423254,3050.60269183736,2803.78123592188,820.496158974255,755.203196255265,6340.04788520059,5821.80693873146,800.960536141534,737.222167772997,6189.09436412439,5683.19248780929,781.424913308814,719.241139290728,6038.14084304818,5544.57803688711
230.754224073511,216.547624909273,1435.22464198014,1323.29901928814,225.260075881285,211.3917290781,1401.0526266949,1291.79189978128,219.765927689058,206.235833246927,1366.88061140966,1260.28478027442,1719.07030244625,1577.09978961724,13755.4809175257,12637.0419414276,1678.14005714991,1539.54979462636,13427.9694671084,12336.1599904412,1637.20981185357,1501.99979963547,13100.4580166911,12035.2780394549,148.069997497248,140.961393536608,750.765960005385,694.757745835946,144.544521366361,137.605169880974,732.890580005257,678.215894744614,141.019045235475,134.248946225341,715.015200005129,661.674043653282,3372.75483397151,3088.82441707054,27444.6545570208,25207.8674104715,3292.45114744838,3015.28097856886,26791.2104009012,24607.6800911745,3212.14746092525,2941.73754006718,26137.7662447817,24007.4927718776,478.806903802301,443.306319027268,3488.6006879044,3208.92283964472,467.406739426055,432.751406669476,3405.53876676382,3132.51991489127,456.00657504981,422.196494311684,3322.47684562324,3056.11699013783,892.228036683616,821.237475890593,6910.89409777817,6351.62920690568,870.984512000673,801.684202655103,6746.34900021202,6200.39994007459,849.74098731773,782.130929419613,6581.80390264587,6049.17067324351
246.377013507716,230.871662062683,1558.75081042631,1437.63309154166,240.510894138485,225.374717727857,1521.63769589235,1403.40373221924,234.644774769253,219.877773393032,1484.52458135839,1369.17437289682,1875.19591204964,1720.24552067163,14989.8549522664,13779.5603596263,1830.54839033417,1679.28729398898,14632.9536438791,13451.475589159,1785.9008686187,1638.32906730632,14276.0523354918,13123.3908186917,155.887074699831,148.128669917741,812.578358101864,751.970465536956,152.175477683169,144.601796824462,793.231254337534,734.066406833695,148.463880666506,141.074923731182,773.884150573204,716.162348130434,3684.99468820732,3375.10536357047,29913.3039987554,27492.8128797204,3597.25671944048,3294.74571205689,29201.0824749755,26838.2220968699,3509.51875067364,3214.3860605433,28488.8609511956,26183.6313140194,517.846829931369,479.100638497508,3797.26816739966,3494.62096955577,505.517143504432,467.693480438044,3706.85702055681,3411.41570837587,493.187457077495,456.286322378579,3616.44587371397,3328.21044719597,970.296523970791,892.815599222217,7528.13042902191,6922.93409957928,947.19422578101,871.558084955021,7348.88922833091,6758.10233530359,924.09192759123,850.300570687826,7169.64802763992,6593.27057102789
263.038664091936,245.992848518096,1688.93385906176,1556.93920989997,256.775838756413,240.135875934332,1648.72114813172,1519.86922871188,250.513013420891,234.278903350568,1608.50843720168,1482.79924752378,2041.70505338354,1871.35955393878,16290.7571654279,14971.7750765973,1993.09302830298,1826.80337408309,15902.8819948225,14615.3042414402,1944.48100322242,1782.24719422741,15515.006824217,14258.8334062831,164.223864686847,155.694698216947,877.721453152533,811.67055063901,160.313772670493,151.987681592734,856.823323315568,792.345061338081,156.40368065414,148.280664968521,835.925193478603,773.019572037152,4018.00104148531,3677.32255996175,32515.0052836125,29877.1482618165,3922.33435002138,3589.76726091505,31740.8384911455,29165.7875889162,3826.66765855744,3502.21196186834,30966.6716986785,28454.4269160158,559.483062307202,516.887299421543,4122.57107678945,3792.74518768286,546.162037014174,504.580458959125,4024.41462258018,3702.44173083327,532.841011721145,492.273618496707,3926.2581683709,3612.13827398368,1053.55705933265,968.378050927287,8178.63310633559,7519.08848398767,1028.47236744377,945.321430667114,7983.90374666094,7340.06256770225,1003.3876755549,922.26481040694,7789.17438698628,7161.03665141683
281.375466515348,262.644081547963,1830.79488040913,1687.12157868452,274.676050645935,256.390651034916,1787.20452611367,1646.95201728727,267.976634776522,250.13722052187,1743.61417181822,1606.78245589002,2224.95526447129,2037.76464598026,17708.3493974172,16272.6713490022,2171.98013912674,1989.24644012359,17286.722030812,15885.2267930735,2119.00501378218,1940.72823426692,16865.0946642068,15497.7822371449,173.398811073351,164.026272412835,948.708518353126,876.813258111321,169.270267952557,160.120884974434,926.120220297099,855.936751965814,165.141724831763,156.215497536034,903.531922241072,835.060245820306,4384.48837331123,4010.12082868282,35350.0766385372,32478.8377604662,4280.0957929943,3914.64176133323,34508.4081471435,31705.5320995027,4175.70321267736,3819.16269398364,33666.7396557497,30932.2264385392,605.305432841339,558.497508953346,4477.05396657713,4118.04654040413,590.893398726069,545.199949216362,4370.45744356339,4019.99781325165,576.481364610799,531.902389479378,4263.86092054965,3921.94908609917,1145.18871005132,1051.58655462899,8887.48577685714,8169.58814327014,1117.92231219296,1026.54877951877,8675.87897264626,7975.07413985894,1090.65591433459,1001.51100440856,8464.27216843538,7780.56013644775
301.560330214417,280.932214635689,1985.567097891,1829.07423242133,294.380322352169,274.243352382459,1938.29169079836,1785.52484593511,287.200314489921,267.554490129228,1891.01628370572,1741.97545944889,2426.6730701301,2220.52660590362,19254.9407016528,17691.1648355123,2368.89513988891,2167.65692481068,18796.4897325659,17269.946625143,2311.11720964771,2114.78724371774,18338.0387634789,16848.7284147736,183.498511330212,173.17697067636,1026.15745323757,947.846976694056,179.129499155683,169.05370946978,1001.72513292239,925.279191534673,174.760486981154,164.9304482632,977.292812607207,902.711406375291,4787.90944781419,4375.63148509022,38443.1335947215,35315.7099500579,4673.91160381861,4271.44978306426,37527.8208900853,34474.8597131517,4559.91375982304,4167.2680810383,36612.5081854491,33634.0094762456,655.74578686703,604.197946513678,4863.79603185131,4472.75599960317,640.132791941625,589.812281120496,4747.99136442628,4366.26180913642,624.519797016219,575.426615727313,4632.18669700125,4259.76761866968,1246.05488128805,1142.97416631033,9660.84425511849,8878.89227823955,1216.38690792405,1115.76049568389,9430.82415380614,8667.49008113861,1186.71893456005,1088.54682505745,9200.8040524938,8456.08788403767
324.243443034255,301.635050998326,2157.3973702611,1987.96337482382,316.523361057248,294.453264069795,2106.03076620726,1940.6309135185,308.803279080242,287.271477141263,2054.66416215343,1893.29845221317,2653.35861666401,2427.42162189282,20971.9838969816,19278.9004268333,2590.18341150534,2369.62586899061,20472.6509470534,18819.8789880992,2527.00820634667,2311.8301160884,19973.3179971253,18360.8575493651,194.84815561038,183.535797059744,1112.14256322107,1027.3557608233,190.208913810132,179.16589712975,1085.66297838248,1002.89490937512,185.569672009885,174.795997199756,1059.18339354388,978.434057926949,5241.26436514151,4789.40670066447,41877.0800377821,38491.0527068439,5116.47235644766,4675.37320779151,40880.0067035492,37574.5990709667,4991.68034775382,4561.33971491855,39882.9333693163,36658.1454350894,712.42930530588,655.932812814075,5293.16179138118,4869.78621682541,695.466702798597,640.31536488993,5167.13412968162,4753.83892594861,678.504100291314,624.697916965786,5041.10646798207,4637.89163507182,1359.40574242526,1246.42908250699,10519.4358265813,9672.82428682805,1327.03893903418,1216.75219959016,10268.9730688056,9442.51894666548,1294.6721356431,1187.07531667332,10018.5103110298,9212.2136065029
